CCOMP96,CCOMP04,REG96A04,codcomp,personas
1105301004,1105301004,0,1105301004,53
1105301005,1105301005,0,1105301005,26
1105301006,1105301006,0,1105301006,43
1105301007,1105301007,0,1105301007,27
1105301008,1105301008,0,1105301008,41
1105301009,1105301009,0,1105301009,25
1105301010,1105301010,0,1105301010,19
1105301011,1105301011,0,1105301011,24
1105303029,1105303029,0,1105303029,11
1105303033,1105303033,0,1105303033,15
1105303034,1105303034,0,1105303034,13
1105303035,1105303035,0,1105303035,29
1105303036,1105303036,0,1105303036,22
1105303037,1105303037,0,1105303037,8
1105303038,1105303038,0,1105303038,15
1105303040,1105303040,0,1105303040,5
1105303041,1105303041,0,1105303041,4
1105303042,1105303042,0,1105303042,0
1105303043,1105303043,0,1105303043,6
1105303044,1105303044,0,1105303044,8
1105303045,1105303045,0,1105303045,19
1105303046,1105303046,0,1105303046,15
1105304051,1105304051,0,1105304051,7
1105304052,1105304052,0,1105304052,16
1105304053,1105304053,0,1105304053,45
1105304054,1105304054,0,1105304054,38
1105304059,1105304059,0,1105304059,37
1105304060,1105304060,0,1105304060,35
1105304061,1105304061,0,1105304061,38
1105304062,1105304062,0,1105304062,25
1105304063,1105304063,0,1105304063,12
1105304064,1105304064,0,1105304064,53
1105304065,1105304065,0,1105304065,4
1105304068,1105304068,0,1105304068,35
1105304069,1105304069,0,1105304069,18
1105304070,1105304070,0,1105304070,11
1105304073,1105304073,0,1105304073,21
1105304074,1105304074,0,1105304074,18
1105304075,1105304075,0,1105304075,22
1105304076,1105304076,0,1105304076,17
1105304077,1105304077,0,1105304077,8
1112130033,1112130033,0,1112130033,2
1112130034,1112130034,0,1112130034,75
1112130035,1112130035,0,1112130035,145
1112130036,1112130036,0,1112130036,71
1112130037,1112130037,0,1112130037,47
1112130050,1112130050,0,1112130050,30
1112130051,1112130051,0,1112130051,43
1112130052,1112130052,0,1112130052,51
1112130053,1112130053,0,1112130053,21
1112130054,1112130054,0,1112130054,86
1112130068,1112130068,0,1112130068,16
1112130069,1112130069,0,1112130069,20
1112130070,1112130070,0,1112130070,15
1112130072,1112130072,0,1112130072,67
1112130073,1112130073,0,1112130073,51
1112130074,1112130074,0,1112130074,142
1112130075,1112130075,0,1112130075,162
1112130076,1112130076,0,1112130076,137
1112130077,1112130077,0,1112130077,175
1112130078,1112130078,0,1112130078,168
1112130079,1112130079,0,1112130079,287
1112230023,1112230023,0,1112230023,54
1112230026,1112230026,0,1112230026,116
1112230027,1112230027,0,1112230027,33
1112230028,1112230028,0,1112230028,16
1112230029,1112230029,0,1112230029,8
1112230030,1112230030,0,1112230030,59
1112230086,1112230086,0,1112230086,28
1112230087,1112230087,0,1112230087,13
1112230088,1112230088,0,1112230088,20
1112230089,1112230089,0,1112230089,4
1112230090,1112230090,0,1112230090,16
1112230091,1112230091,0,1112230091,29
1112230092,1112230092,0,1112230092,114
1112230093,1112230093,0,1112230093,91
1112230095,1112230095,0,1112230095,102
1112230096,1112230096,0,1112230096,14
1112230099,1112230099,0,1112230099,7
1112230100,1112230100,0,1112230100,10
1112230101,1112230101,0,1112230101,12
1112230102,1112230102,0,1112230102,63
1112230103,1112230103,0,1112230103,1
1112230104,1112230104,0,1112230104,20
1112230105,1112230105,0,1112230105,20
1112230106,1112230106,0,1112230106,14
1112230107,1112230107,0,1112230107,9
1112230108,1112230108,0,1112230108,16
1112230125,1112230125,0,1112230125,52
1112230131,1112230131,0,1112230131,8
1112230225,1112230225,0,1112230225,98
1112230231,1112230231,0,1112230231,54
1112330008,1112330008,0,1112330008,13
1112330009,1112330009,0,1112330009,12
1112330010,1112330010,0,1112330010,30
1112330020,1112330020,0,1112330020,48
1112330021,1112330021,0,1112330021,101
1112330022,1112330022,0,1112330022,1
1112330040,1112330040,0,1112330040,14
1112330046,1112330046,0,1112330046,135
1112330047,1112330047,0,1112330047,118
1112330048,1112330048,0,1112330048,246
1112330049,1112330049,0,1112330049,15
1112330055,1112330055,0,1112330055,85
1112330056,1112330056,0,1112330056,52
1112330057,1112330057,0,1112330057,13
1112330065,1112330065,0,1112330065,47
1112330080,1112330080,0,1112330080,225
1112330081,1112330081,0,1112330081,87
1112330082,1112330082,0,1112330082,88
1112330083,1112330083,0,1112330083,46
1112330084,1112330084,0,1112330084,2
1112330085,1112330085,0,1112330085,95
1112330086,1112330086,0,1112330086,4
1112330087,1112330087,0,1112330087,207
1112330088,1112330088,0,1112330088,97
1112330089,1112330089,0,1112330089,104
1112330090,1112330090,0,1112330090,92
1112330091,1112330091,0,1112330091,202
1112330092,1112330092,0,1112330092,72
1112330093,1112330093,0,1112330093,105
1112330063,1112330800,0,1112330063,107
1112430011,1112430011,0,1112430011,6
1112430012,1112430012,0,1112430012,22
1112430013,1112430013,0,1112430013,13
1112430014,1112430014,0,1112430014,9
1112430016,1112430016,0,1112430016,59
1112430017,1112430017,0,1112430017,1
1112430018,1112430018,0,1112430018,16
1112430019,1112430019,0,1112430019,63
1112430041,1112430041,0,1112430041,4
1112430043,1112430043,0,1112430043,7
1112430058,1112430058,0,1112430058,8
1112430059,1112430059,0,1112430059,4
1112430060,1112430060,0,1112430060,13
1112430061,1112430061,0,1112430061,11
1112430062,1112430062,0,1112430062,15
1112430082,1112430082,0,1112430082,46
1112430083,1112430083,0,1112430083,24
1111008001,1111008001,0,1111008001,85
1111008002,1111008002,0,1111008002,55
1111008003,1111008003,0,1111008003,82
1111008004,1111008004,0,1111008004,47
1111008006,1111008006,0,1111008006,17
1111008007,1111008007,0,1111008007,33
1111008009,1111008009,0,1111008009,17
1111008010,1111008010,0,1111008010,15
1111008017,1111008017,0,1111008017,39
1111008018,1111008018,0,1111008018,27
1111008019,1111008019,0,1111008019,40
1111008024,1111008024,0,1111008024,61
1111008025,1111008025,0,1111008025,44
1111008026,1111008026,0,1111008026,82
1111008027,1111008027,0,1111008027,36
1111008028,1111008028,0,1111008028,44
1111008029,1111008029,0,1111008029,16
1111008030,1111008030,0,1111008030,32
1111008112,1111008112,0,1111008112,9
1111008123,1111008123,0,1111008123,44
1111008212,1111008212,0,1111008212,34
1111008223,1111008223,0,1111008223,41
1111102002,1111102002,0,1111102002,9
1111102003,1111102003,0,1111102003,73
1111102004,1111102004,0,1111102004,23
1111102005,1111102005,0,1111102005,25
1111102006,1111102006,0,1111102006,18
1111102007,1111102007,0,1111102007,42
1111102008,1111102008,0,1111102008,31
1111102009,1111102009,0,1111102009,10
1111102010,1111102010,0,1111102010,26
1111102011,1111102011,0,1111102011,41
1111102012,1111102012,0,1111102012,30
1111102013,1111102013,0,1111102013,40
1111102014,1111102014,0,1111102014,44
1111102015,1111102015,0,1111102015,48
1111102016,1111102016,0,1111102016,22
1111102018,1111102018,0,1111102018,15
1111102019,1111102019,0,1111102019,21
1111102032,1111102032,0,1111102032,31
1111202020,1111202020,0,1111202020,41
1111202021,1111202021,0,1111202021,40
1111202022,1111202022,0,1111202022,29
1111202023,1111202023,0,1111202023,42
1111202024,1111202024,0,1111202024,49
1111202025,1111202025,0,1111202025,26
1111202026,1111202026,0,1111202026,29
1111202027,1111202027,0,1111202027,32
1111202028,1111202028,0,1111202028,46
1111202029,1111202029,0,1111202029,16
1111202031,1111202031,0,1111202031,13
1111202033,1111202033,0,1111202033,5
1111202034,1111202034,0,1111202034,22
1111202035,1111202035,0,1111202035,32
1111202036,1111202036,0,1111202036,33
1111202037,1111202037,0,1111202037,31
1111202038,1111202038,0,1111202038,26
1111302039,1111302039,0,1111302039,28
1111302041,1111302041,0,1111302041,43
1111302042,1111302042,0,1111302042,25
1111302043,1111302043,0,1111302043,17
1111302044,1111302044,0,1111302044,49
1111302046,1111302046,0,1111302046,6
1111302047,1111302047,0,1111302047,16
1111302048,1111302048,0,1111302048,37
1111302049,1111302049,0,1111302049,28
1111302051,1111302051,0,1111302051,24
1111302052,1111302052,0,1111302052,26
1111302053,1111302053,0,1111302053,10
1111302054,1111302054,0,1111302054,18
1111302055,1111302055,0,1111302055,17
1111302058,1111302058,0,1111302058,4
1111302059,1111302059,0,1111302059,28
1106004001,1106004001,0,1106004001,34
1106004002,1106004002,0,1106004002,50
1106004003,1106004003,0,1106004003,23
1106004004,1106004004,0,1106004004,12
1106004005,1106004005,0,1106004005,21
1106004006,1106004006,0,1106004006,50
1106004007,1106004007,0,1106004007,51
1106004008,1106004008,0,1106004008,11
1106004009,1106004009,0,1106004009,23
1106004010,1106004010,0,1106004010,20
1106004012,1106004012,0,1106004012,2
1106004013,1106004013,0,1106004013,8
1106004014,1106004014,0,1106004014,8
1106004015,1106004015,0,1106004015,15
1106004016,1106004016,0,1106004016,16
1106004017,1106004017,0,1106004017,3
1106004018,1106004018,0,1106004018,12
1106004019,1106004019,0,1106004019,20
1106004020,1106004020,0,1106004020,23
1106004021,1106004021,0,1106004021,10
1106004022,1106004022,0,1106004022,20
1106005001,1106005001,0,1106005001,18
1106005002,1106005002,0,1106005002,27
1106005003,1106005003,0,1106005003,28
1106005004,1106005004,0,1106005004,34
1106005005,1106005005,0,1106005005,22
1106005006,1106005006,0,1106005006,9
1106005007,1106005007,0,1106005007,20
1106005008,1106005008,0,1106005008,18
1106005009,1106005009,0,1106005009,21
1106005010,1106005010,0,1106005010,11
1106005011,1106005011,0,1106005011,10
1106005012,1106005012,0,1106005012,1
1106005013,1106005013,0,1106005013,14
1106005014,1106005014,0,1106005014,0
1106005015,1106005015,0,1106005015,14
1106006001,1106006001,0,1106006001,67
1106006002,1106006002,0,1106006002,22
1106006003,1106006003,0,1106006003,26
1106006004,1106006004,0,1106006004,13
1106006005,1106006005,0,1106006005,19
1106006006,1106006006,0,1106006006,38
1106006007,1106006007,0,1106006007,58
1106006008,1106006008,0,1106006008,6
1111001001,1111001001,0,1111001001,0
1111001002,1111001002,0,1111001002,31
1111001003,1111001003,0,1111001003,53
1111001004,1111001004,0,1111001004,1
1111001005,1111001005,0,1111001005,20
1111001006,1111001006,0,1111001006,19
1111001007,1111001007,0,1111001007,3
1111001008,1111001008,0,1111001008,21
1111001009,1111001009,0,1111001009,18
1111001010,1111001010,0,1111001010,23
1111001011,1111001011,0,1111001011,11
1111001012,1111001012,0,1111001012,15
1111001013,1111001013,0,1111001013,22
1111001014,1111001014,0,1111001014,26
1111001015,1111001015,0,1111001015,27
1111001016,1111001016,0,1111001016,17
1111001017,1111001017,0,1111001017,25
1111001018,1111001018,0,1111001018,12
1111001019,1111001019,0,1111001019,4
1111001021,1111001021,0,1111001021,44
1111001022,1111001022,0,1111001022,25
1111001023,1111001023,0,1111001023,21
1111001024,1111001024,0,1111001024,6
1111001025,1111001025,0,1111001025,28
1111001026,1111001026,0,1111001026,26
1111001027,1111001027,0,1111001027,29
1111001028,1111001028,0,1111001028,14
1111001029,1111001029,0,1111001029,0
1111001030,1111001030,0,1111001030,0
1111001031,1111001031,0,1111001031,0
1111001032,1111001032,0,1111001032,0
1111001033,1111001033,0,1111001033,32
1105009001,1105009001,0,1105009001,5
1105009002,1105009002,0,1105009002,5
1105009003,1105009003,0,1105009003,4
1105009004,1105009004,0,1105009004,4
1105009006,1105009006,0,1105009006,2
1105009007,1105009007,0,1105009007,5
1105009008,1105009008,0,1105009008,1
1105009009,1105009009,0,1105009009,11
1105009010,1105009010,0,1105009010,3
1105009011,1105009011,0,1105009011,15
1105009012,1105009012,0,1105009012,9
1105009013,1105009013,0,1105009013,1
1105009014,1105009014,0,1105009014,3
1105009015,1105009015,0,1105009015,0
1105009016,1105009016,0,1105009016,5
1105009017,1105009017,0,1105009017,14
1105009018,1105009018,0,1105009018,6
1105009019,1105009019,0,1105009019,3
1105009020,1105009020,0,1105009020,6
1105009021,1105009021,0,1105009021,6
1105009022,1105009022,0,1105009022,14
1105009025,1105009025,0,1105009025,4
1105009026,1105009026,0,1105009026,2
1105009027,1105009027,0,1105009027,1
1105108005,1105108005,0,1105108005,10
1105108006,1105108006,0,1105108006,10
1105108007,1105108007,0,1105108007,0
1105108008,1105108008,0,1105108008,10
1105108017,1105108017,0,1105108017,13
1105108019,1105108019,0,1105108019,9
1105108020,1105108020,0,1105108020,9
1105108027,1105108027,0,1105108027,14
1105108028,1105108028,0,1105108028,18
1105108048,1105108048,0,1105108048,3
1105208030,1105208030,0,1105208030,3
1105208031,1105208031,0,1105208031,5
1105208034,1105208034,0,1105208034,2
1105208035,1105208035,0,1105208035,26
1105208036,1105208036,0,1105208036,11
1105208037,1105208037,0,1105208037,5
1105208038,1105208038,0,1105208038,13
1105208040,1105208040,0,1105208040,12
1105208041,1105208041,0,1105208041,17
1105208042,1105208042,0,1105208042,16
1105208043,1105208043,0,1105208043,10
1105208044,1105208044,0,1105208044,22
1105208045,1105208045,0,1105208045,16
1105208047,1105208047,0,1105208047,52
1102004002,1102004002,0,1102004002,13
1102004003,1102004003,0,1102004003,4
1102004004,1102004004,0,1102004004,9
1102004005,1102004005,0,1102004005,17
1102004006,1102004006,0,1102004006,27
1102004007,1102004007,0,1102004007,8
1102004008,1102004008,0,1102004008,20
1102004009,1102004009,0,1102004009,17
1102004010,1102004010,0,1102004010,11
1102004011,1102004011,0,1102004011,2
1102004012,1102004012,0,1102004012,19
1102004013,1102004013,0,1102004013,19
1102004015,1102004015,0,1102004015,13
1102004016,1102004016,0,1102004016,57
1102004017,1102004017,0,1102004017,67
1102004018,1102004018,0,1102004018,52
1102004019,1102004019,0,1102004019,36
1102004020,1102004020,0,1102004020,10
1102004021,1102004021,0,1102004021,36
1102004022,1102004022,0,1102004022,2
1102005001,1102005001,0,1102005001,17
1102005002,1102005002,0,1102005002,27
1102005003,1102005003,0,1102005003,18
1102005004,1102005004,0,1102005004,32
1102005005,1102005005,0,1102005005,16
1102005006,1102005006,0,1102005006,36
1102005007,1102005007,0,1102005007,50
1102005008,1102005008,0,1102005008,5
1102006001,1102006001,0,1102006001,9
1102006002,1102006002,0,1102006002,43
1102006003,1102006003,0,1102006003,38
1102006004,1102006004,0,1102006004,14
1102006005,1102006005,0,1102006005,47
1102006006,1102006006,0,1102006006,29
1102006007,1102006007,0,1102006007,20
1102006008,1102006008,0,1102006008,22
1105006002,1105006002,0,1105006002,9
1105006003,1105006003,0,1105006003,0
1105006004,1105006004,0,1105006004,3
1105006005,1105006005,0,1105006005,9
1105006006,1105006006,0,1105006006,4
1105006007,1105006007,0,1105006007,5
1105006010,1105006010,0,1105006010,3
1105006011,1105006011,0,1105006011,11
1105006012,1105006012,0,1105006012,5
1105006013,1105006013,0,1105006013,8
1105007002,1105007002,0,1105007002,16
1105007003,1105007003,0,1105007003,4
1105007004,1105007004,0,1105007004,11
1105007005,1105007005,0,1105007005,18
1105007006,1105007006,0,1105007006,12
1105007007,1105007007,0,1105007007,8
1105007008,1105007008,0,1105007008,13
1105007010,1105007010,0,1105007010,0
1105007011,1105007011,0,1105007011,1
1105007012,1105007012,0,1105007012,6
1105007013,1105007013,0,1105007013,3
1105007014,1105007014,0,1105007014,24
1105007016,1105007016,0,1105007016,2
1105007017,1105007017,0,1105007017,1
1105007018,1105007018,0,1105007018,6
1105007019,1105007019,0,1105007019,11
1105007020,1105007020,0,1105007020,5
1105007021,1105007021,0,1105007021,33
1105007023,1105007023,0,1105007023,11
1105007024,1105007024,0,1105007024,26
1105007025,1105007025,0,1105007025,46
1105007026,1105007026,0,1105007026,14
1101032005,1101032005,0,1101032005,19
1101032006,1101032006,0,1101032006,47
1101032007,1101032007,0,1101032007,7
1101032008,1101032008,0,1101032008,14
1101032010,1101032010,0,1101032010,6
1101032011,1101032011,0,1101032011,3
1101032012,1101032012,0,1101032012,66
1101032013,1101032013,0,1101032013,40
1101032014,1101032014,0,1101032014,20
1101032015,1101032015,0,1101032015,3
1101032016,1101032016,0,1101032016,22
1101032017,1101032017,0,1101032017,39
1101032018,1101032018,0,1101032018,15
1101032019,1101032019,0,1101032019,7
1101032020,1101032020,0,1101032020,24
1101032021,1101032021,0,1101032021,21
1101032022,1101032022,0,1101032022,39
1101032023,1101032023,0,1101032023,8
1111007001,1111007001,0,1111007001,51
1111007002,1111007002,0,1111007002,42
1111007003,1111007003,0,1111007003,50
1111007004,1111007004,0,1111007004,114
1111007005,1111007005,0,1111007005,15
1111007007,1111007007,0,1111007007,0
1106001003,1106001003,0,1106001003,15
1106001004,1106001004,0,1106001004,2
1106001005,1106001005,0,1106001005,11
1106001006,1106001006,0,1106001006,6
1106001007,1106001007,0,1106001007,14
1106001008,1106001008,0,1106001008,1
1106001009,1106001009,0,1106001009,11
1106001010,1106001010,0,1106001010,3
1106001011,1106001011,0,1106001011,7
1106001012,1106001012,0,1106001012,0
1106001014,1106001014,0,1106001014,4
1106001015,1106001015,0,1106001015,14
1106001016,1106001016,0,1106001016,4
1106001020,1106001020,0,1106001020,38
1106001025,1106001025,0,1106001025,55
1106001026,1106001026,0,1106001026,10
1103101001,1103101001,0,1103101001,7
1103101002,1103101002,0,1103101002,35
1103101003,1103101003,0,1103101003,6
1103101004,1103101004,0,1103101004,27
1103101005,1103101005,0,1103101005,22
1103101006,1103101006,0,1103101006,48
1103101007,1103101007,0,1103101007,37
1103101008,1103101008,0,1103101008,12
1103101009,1103101009,0,1103101009,17
1103101010,1103101010,0,1103101010,53
1103101011,1103101011,0,1103101011,17
1103101012,1103101012,0,1103101012,37
1103101013,1103101013,0,1103101013,59
1103101015,1103101015,0,1103101015,8
1103101017,1103101017,0,1103101017,36
1103101018,1103101018,0,1103101018,30
1103101019,1103101019,0,1103101019,37
1103101021,1103101021,0,1103101021,0
1103201001,1103201001,0,1103201001,31
1103201002,1103201002,0,1103201002,17
1103201003,1103201003,0,1103201003,34
1103201004,1103201004,0,1103201004,52
1103201005,1103201005,0,1103201005,98
1103201006,1103201006,0,1103201006,77
1103201007,1103201007,0,1103201007,25
1103201009,1103201009,0,1103201009,32
1103201010,1103201010,0,1103201010,68
1105010001,1105010001,0,1105010001,8
1105010004,1105010004,0,1105010004,10
1105010005,1105010005,0,1105010005,2
1105010007,1105010007,0,1105010007,2
1105010008,1105010008,0,1105010008,4
1105010009,1105010009,0,1105010009,5
1105010010,1105010010,0,1105010010,3
1105010011,1105010011,0,1105010011,3
1105010015,1105010015,0,1105010015,4
1105010016,1105010016,0,1105010016,13
1105010018,1105010018,0,1105010018,25
1105010019,1105010019,0,1105010019,20
1105010020,1105010020,0,1105010020,17
1105010021,1105010021,0,1105010021,13
1105010022,1105010022,0,1105010022,13
1105010023,1105010023,0,1105010023,6
1105010024,1105010024,0,1105010024,1
1105010025,1105010025,0,1105010025,17
1105010026,1105010026,0,1105010026,3
1105010027,1105010027,0,1105010027,5
1105010028,1105010028,0,1105010028,5
1105010029,1105010029,0,1105010029,7
1105010032,1105010032,0,1105010032,3
1105010033,1105010033,0,1105010033,4
1101019001,1101019001,0,1101019001,2
1101019003,1101019003,0,1101019003,41
1101019004,1101019004,0,1101019004,30
1101019005,1101019005,0,1101019005,6
1101019006,1101019006,0,1101019006,14
1101019007,1101019007,0,1101019007,20
1101019008,1101019008,0,1101019008,147
1101019009,1101019009,0,1101019009,52
1101019010,1101019010,0,1101019010,58
1101019011,1101019011,0,1101019011,86
1101019012,1101019012,0,1101019012,58
1101019013,1101019013,0,1101019013,47
1101019014,1101019014,0,1101019014,34
1101019015,1101019015,0,1101019015,41
1101019016,1101019016,0,1101019016,10
1101019017,1101019017,0,1101019017,28
1101019018,1101019018,0,1101019018,18
1101019019,1101019019,0,1101019019,78
1101019020,1101019020,0,1101019020,9
1101019021,1101019021,0,1101019021,67
1101019022,1101019022,0,1101019022,18
1101019023,1101019023,0,1101019023,24
1101019024,1101019024,0,1101019024,10
1101019025,1101019025,0,1101019025,40
1106003001,1106003001,0,1106003001,11
1106003003,1106003003,0,1106003003,16
1106003004,1106003004,0,1106003004,33
1106003005,1106003005,0,1106003005,18
1106003006,1106003006,0,1106003006,19
1106003007,1106003007,0,1106003007,6
1106003009,1106003009,0,1106003009,10
1106003010,1106003010,0,1106003010,3
1106003011,1106003011,0,1106003011,1
1106003012,1106003012,0,1106003012,7
1106003013,1106003013,0,1106003013,1
1106003014,1106003014,0,1106003014,16
1106003015,1106003015,0,1106003015,2
1106003016,1106003016,0,1106003016,4
1106003017,1106003017,0,1106003017,6
1106003018,1106003018,0,1106003018,9
1106003019,1106003019,0,1106003019,3
1101033001,1101033001,0,1101033001,237
1101033002,1101033002,0,1101033002,147
1101033003,1101033003,0,1101033003,235
1101034001,1101034001,0,1101034001,106
1101034002,1101034002,0,1101034002,23
1102007001,1102007001,0,1102007001,56
1102007002,1102007002,0,1102007002,57
1102007003,1102007003,0,1102007003,53
1102008001,1102008001,0,1102008001,157
1102008002,1102008002,0,1102008002,51
1102008003,1102008003,0,1102008003,46
1102008004,1102008004,0,1102008004,134
1102009004,1102009004,0,1102009004,138
1102009005,1102009005,0,1102009005,110
1102010001,1102010001,0,1102010001,132
1102010002,1102010002,0,1102010002,49
1102010003,1102010003,0,1102010003,116
1102010004,1102010004,0,1102010004,68
1102011001,1102011001,0,1102011001,10
1102011003,1102011003,0,1102011003,168
1102011004,1102011004,0,1102011004,66
1103002001,1103002001,0,1103002001,60
1103002002,1103002002,0,1103002002,46
1103002003,1103002003,0,1103002003,70
1103003001,1103003001,0,1103003001,31
1103003002,1103003002,0,1103003002,16
1103003003,1103003003,0,1103003003,33
1103003004,1103003004,0,1103003004,26
1103004004,1103004004,0,1103004004,26
1103004005,1103004005,0,1103004005,101
1103004007,1103004007,0,1103004007,63
1104001004,1104001004,0,1104001004,210
1104001005,1104001005,0,1104001005,26
1104001006,1104001006,0,1104001006,73
1104001007,1104001007,0,1104001007,58
1104001008,1104001008,0,1104001008,97
1104001009,1104001009,0,1104001009,175
1104002001,1104002001,0,1104002001,114
1104002002,1104002002,0,1104002002,104
1104002003,1104002003,0,1104002003,38
1104002005,1104002005,0,1104002005,96
1104002006,1104002006,0,1104002006,88
1104002007,1104002007,0,1104002007,69
1104003003,1104003003,0,1104003003,64
1104003004,1104003004,0,1104003004,27
1104003006,1104003006,0,1104003006,27
1104003007,1104003007,0,1104003007,51
1104003008,1104003008,0,1104003008,40
1105011001,1105011001,0,1105011001,133
1105011002,1105011002,0,1105011002,13
1105011003,1105011003,0,1105011003,15
1105011004,1105011004,0,1105011004,16
1105011005,1105011812,0,1105011005,39
1105012002,1105012002,0,1105012002,36
1105012003,1105012003,0,1105012003,20
1105012004,1105012806,0,1105012004,30
1105013001,1105013001,0,1105013001,74
1105013002,1105013002,0,1105013002,176
1105013003,1105013003,0,1105013003,4
1105013004,1105013004,0,1105013004,43
1106007001,1106007001,0,1106007001,35
1106007002,1106007002,0,1106007002,28
1106008002,1106008002,0,1106008002,46
1106008004,1106008004,0,1106008004,56
1106008003,1106008803,0,1106008003,26
1106009003,1106009003,0,1106009003,37
1106010001,1106010001,0,1106010001,34
1106011002,1106011002,0,1106011002,66
1107001001,1107001001,0,1107001001,42
1107002001,1107002001,0,1107002001,57
1107002002,1107002002,0,1107002002,44
1107002003,1107002003,0,1107002003,39
1107003001,1107003001,0,1107003001,43
1107003002,1107003002,0,1107003002,34
1107003003,1107003003,0,1107003003,44
1107003004,1107003004,0,1107003004,38
1108001002,1108001002,0,1108001002,113
1108001003,1108001003,0,1108001003,16
1108001004,1108001004,0,1108001004,77
1108001005,1108001005,0,1108001005,32
1108001006,1108001006,0,1108001006,39
1108001007,1108001007,0,1108001007,33
1108002001,1108002001,0,1108002001,78
1108002002,1108002002,0,1108002002,56
1108002003,1108002003,0,1108002003,40
1108002004,1108002004,0,1108002004,33
1108003001,1108003001,0,1108003001,49
1108003003,1108003003,0,1108003003,46
1109001001,1109001001,0,1109001001,17
1109001002,1109001002,0,1109001002,20
1109001003,1109001003,0,1109001003,20
1109002001,1109002001,0,1109002001,64
1109002002,1109002002,0,1109002002,26
1109002003,1109002003,0,1109002003,4
1109002004,1109002004,0,1109002004,63
1109003008,1109003008,0,1109003008,17
1109003009,1109003009,0,1109003009,19
1109003010,1109003010,0,1109003010,45
1110002003,1110002003,0,1110002003,68
1110002004,1110002004,0,1110002004,12
1110002005,1110002005,0,1110002005,291
1110003006,1110003006,0,1110003006,254
1110003007,1110003007,0,1110003007,90
1110003008,1110003008,0,1110003008,44
1110003009,1110003009,0,1110003009,37
1110003010,1110003010,0,1110003010,46
1110004001,1110004001,0,1110004001,21
1110004002,1110004002,0,1110004002,102
1110004003,1110004003,0,1110004003,45
1110005003,1110005003,0,1110005003,25
1110005004,1110005004,0,1110005004,79
1110005005,1110005005,0,1110005005,43
1110005006,1110005006,0,1110005006,60
1111003002,1111003002,0,1111003002,76
1111003003,1111003003,0,1111003003,64
1111003004,1111003004,0,1111003004,54
1111003005,1111003005,0,1111003005,148
1111003006,1111003006,0,1111003006,86
1111003007,1111003007,0,1111003007,61
1111003008,1111003008,0,1111003008,78
1111005004,1111005004,0,1111005004,58
1111005005,1111005005,0,1111005005,71
1111005006,1111005006,0,1111005006,139
1111005007,1111005007,0,1111005007,73
1111005008,1111005008,0,1111005008,123
1111006001,1111006001,0,1111006001,75
1111006002,1111006002,0,1111006002,55
1111006003,1111006003,0,1111006003,197
1111006004,1111006004,0,1111006004,47
1112031001,1112031001,0,1112031001,67
1112031002,1112031002,0,1112031002,36
1112032002,1112032002,0,1112032002,18
1112032003,1112032003,0,1112032003,26
1104004002,1104004002,0,1104004002,51
1104004003,1104004003,0,1104004003,86
1104004004,1104004004,0,1104004004,35
1104004005,1104004005,0,1104004005,3
1104004007,1104004007,0,1104004007,57
1104004008,1104004008,0,1104004008,49
1104004010,1104004010,0,1104004010,14
1104004011,1104004011,0,1104004011,61
1104004013,1104004013,0,1104004013,38
1104004009,1104004803,0,1104004009,15
1109004001,1109004001,0,1109004001,23
1109004002,1109004002,0,1109004002,31
1109004003,1109004003,0,1109004003,19
1109004004,1109004004,0,1109004004,43
1109004005,1109004005,0,1109004005,42
1109004007,1109004007,0,1109004007,23
1109004008,1109004008,0,1109004008,33
1102012004,1102012004,0,1102012004,95
1102012005,1102012005,0,1102012005,25
1102012007,1102012007,0,1102012007,5
1102012009,1102012009,0,1102012009,6
1102016001,1102016001,0,1102016001,2
1102016002,1102016002,0,1102016002,55
1102016003,1102016003,0,1102016003,23
1102016004,1102016004,0,1102016004,36
1102016005,1102016005,0,1102016005,55
1103005001,1103005001,0,1103005001,3
1103005002,1103005002,0,1103005002,12
1103005003,1103005003,0,1103005003,1
1103005004,1103005004,0,1103005004,19
1103005005,1103005005,0,1103005005,14
1103005006,1103005006,0,1103005006,10
1103005007,1103005007,0,1103005007,46
1103005008,1103005008,0,1103005008,55
1103005010,1103005010,0,1103005010,6
1103005011,1103005011,0,1103005011,30
1103005012,1103005012,0,1103005012,21
1103005013,1103005013,0,1103005013,28
1103005014,1103005014,0,1103005014,15
1103005015,1103005015,0,1103005015,46
1103005016,1103005016,0,1103005016,47
1103005017,1103005017,0,1103005017,36
1103005019,1103005019,0,1103005019,9
1103005020,1103005020,0,1103005020,10
1101035003,1101035003,0,1101035003,16
1101035004,1101035004,0,1101035004,57
1101035007,1101035007,0,1101035007,10
1101035008,1101035008,0,1101035008,16
1101035010,1101035010,0,1101035010,42
1101035011,1101035011,0,1101035011,12
1101035012,1101035012,0,1101035012,24
1101035013,1101035013,0,1101035013,19
1101035015,1101035015,0,1101035015,108
1101035017,1101035017,0,1101035017,17
1101035018,1101035018,0,1101035018,19
1101035109,1101035109,0,1101035109,41
1101035209,1101035209,0,1101035209,25
1101035309,1101035309,0,1101035309,4
1102101002,1102101002,0,1102101002,9
1102101003,1102101003,0,1102101003,7
1102101004,1102101004,0,1102101004,28
1102101005,1102101005,0,1102101005,13
1102101007,1102101007,0,1102101007,1
1102101008,1102101008,0,1102101008,4
1102101009,1102101009,0,1102101009,8
1102101010,1102101010,0,1102101010,4
