cod;depto_origen;depto_destino;personas_mig;personas_mig_18_25;personas_mig_26_35;personas_mig_100k;pob_origen;pob_destino;dist;dist_km;pbi_origen;pbi_porcen_ori;pbi_destino;pbi_porcen_des;pbi_origen_millardos;pbi_destino_millardos;largo_limite;dummy_limit;empresas_origen;empresas_destino;menores_25_origen;menores_25_destino;pob_destino_k;pob_origen_k;nom_depto_orig;nom_depto_des;edad_prom_ori;porc_ocupados_ori;edad_prom_des;porc_ocupados_des;tasa_desemp_mujeres_2011_ori;tasa_desemp_varones_2011_ori;tasa_desemp_total_2011_ori;tasa_desemp_mujeres_2011_des;tasa_desemp_varones_2011_des;tasa_desemp_total_2011_des;log_pbi_destino;log_dist_km;log_pbi_origen_millardos;log_pbi_destino_millardos;log_pob_destino_k;log_pob_origen_k;log_edad_prom_des;log_porc_ocupados_des
1708;17;8;40;6;9;13;82594;67047;250607;251;22993631;2,5;17767290;1,9;22,994;17,767;;False;85;101;31637;24814;67,047;82,594;SORIANO;FLORIDA;35,76436545027484;70,56486944330861;36,72022611004221;71,73437762775389;8,3;3,0;5,2;7,4;3,0;4,9;16,692869684280286;5,5254529391317835;3,1352333123315486;2,877342804053769;4,2053938659973955;4,413937038663394;3,6033277234142194;4,2729700975212745
1808;18;8;92;20;24;57;90051;67047;282751;283;18093592;2,0;17767290;1,9;18,094;17,767;;False;61;101;35648;24814;67,047;90,051;TACUAREMBO;FLORIDA;35,0003442493698;65,68821966341896;36,72022611004221;71,73437762775389;9,0;5,2;6,8;7,4;3,0;4,9;16,692869684280286;5,645446897643238;2,89558039160355;2,877342804053769;4,2053938659973955;4,500376176502005;3,6033277234142194;4,2729700975212745
1908;19;8;58;9;12;20;48134;67047;238184;238;11720592;1,3;17767290;1,9;11,721;17,767;44278,0;True;38;101;18500;24814;67,047;48,134;TREINTA Y TRES;FLORIDA;35,69273278763452;66,06116652354845;36,72022611004221;71,73437762775389;12,0;5,4;8,0;7,4;3,0;4,9;16,692869684280286;5,472270673671475;2,4613821047410434;2,877342804053769;4,2053938659973955;3,8739887881102124;3,6033277234142194;4,2729700975212745
208;2;8;40;7;7;30;73377;67047;533821;534;14214980;1,5;17767290;1,9;14,215;17,767;;False;55;101;30880;24814;67,047;73,377;ARTIGAS;FLORIDA;33,966910612317214;63,54048882317126;36,72022611004221;71,73437762775389;11,5;5,4;8,1;7,4;3,0;4,9;16,692869684280286;6,280395838960195;2,654297745102963;2,877342804053769;4,2053938659973955;4,295610535016993;3,6033277234142194;4,2729700975212745
109;1;9;825;99;263;712;1318755;58815;134424;134;465848031;50,3;15594153;1,7;465,848;15,594;;False;3124;54;456072;20753;58,815;1318,755;MONTEVIDEO;LAVALLEJA;37,481047654795624;70,39570159219609;37,93515259712658;72,52336448598132;7,4;5,1;6,2;9,2;2,7;5,5;16,562406594269497;4,897839799950911;6,143859400659784;2,746886224887408;4,0743969244124045;7,184443388686383;3,635878191376559;4,283908778715358
309;3;9;403;60;76;93;520173;58815;114784;115;86306492;9,3;15594153;1,7;86,306;15,594;51167,0;True;563;54;197993;20753;58,815;520,173;CANELONES;LAVALLEJA;35,40663971409512;71,04518002114733;37,93515259712658;72,52336448598132;8,1;4,3;6,0;9,2;2,7;5,5;16,562406594269497;4,74493212836325;4,457899120585731;2,746886224887408;4,0743969244124045;6,254161448553351;3,635878191376559;4,283908778715358
409;4;9;131;45;23;112;84698;58815;268550;269;17048887;1,8;15594153;1,7;17,049;15,594;;False;88;54;33360;20753;58,815;84,698;CERRO LARGO;LAVALLEJA;35,614748872464524;65,58203917553142;37,93515259712658;72,52336448598132;3,8;1,7;2,6;9,2;2,7;5,5;16,562406594269497;5,594711379601839;2,836091550983094;2,746886224887408;4,0743969244124045;4,439091988628338;3,635878191376559;4,283908778715358
509;5;9;19;0;5;17;123203;58815;280944;281;43788749;4,7;15594153;1,7;43,789;15,594;;False;60;54;43030;20753;58,815;123,203;COLONIA;LAVALLEJA;37,63241966510556;76,05841493228472;37,93515259712658;72,52336448598132;4,1;2,5;3,2;9,2;2,7;5,5;16,562406594269497;5,638354669333745;3,7793826442885683;2,746886224887408;4,0743969244124045;4,813833401452298;3,635878191376559;4,283908778715358
609;6;9;67;14;17;35;57084;58815;202724;203;13023942;1,4;15594153;1,7;13,024;15,594;;False;40;54;22663;20753;58,815;57,084;DURAZNO;LAVALLEJA;35,09302081143578;67,28410796725862;37,93515259712658;72,52336448598132;13,1;5,8;8,9;9,2;2,7;5,5;16,562406594269497;5,313205979041787;2,5667938092601843;2,746886224887408;4,0743969244124045;4,044523867238145;3,635878191376559;4,283908778715358
709;7;9;5;1;1;5;25050;58815;236470;236;7284124;0,8;15594153;1,7;7,284;15,594;;False;28;54;9048;20753;58,815;25,05;FLORES;LAVALLEJA;37,06007984031936;75,4187792824594;37,93515259712658;72,52336448598132;6,6;4,4;5,4;9,2;2,7;5,5;16,562406594269497;5,4638318050256105;1,9856801618653614;2,746886224887408;4,0743969244124045;3,2208738275308737;3,635878191376559;4,283908778715358
809;8;9;163;30;42;36;67047;58815;130899;131;17767290;1,9;15594153;1,7;17,767;15,594;116143,0;True;101;54;24814;20753;58,815;67,047;FLORIDA;LAVALLEJA;36,72022611004221;71,73437762775389;37,93515259712658;72,52336448598132;7,4;3,0;4,9;9,2;2,7;5,5;16,562406594269497;4,875197323201151;2,877342804053769;2,746886224887408;4,0743969244124045;4,2053938659973955;3,635878191376559;4,283908778715358
1009;10;9;407;58;82;35;164298;58815;85327;85;51311595;5,5;15594153;1,7;51,312;15,594;151560,0;True;188;54;62922;20753;58,815;164,298;MALDONADO;LAVALLEJA;35,05074924831708;73,44975086524454;37,93515259712658;72,52336448598132;7,7;3,7;5,5;9,2;2,7;5,5;16,562406594269497;4,442651256490317;3,937924642950799;2,746886224887408;4,0743969244124045;5,101681852114599;3,635878191376559;4,283908778715358
1109;11;9;37;8;6;32;113107;58815;422149;422;26828524;2,9;15594153;1,7;26,829;15,594;;False;144;54;46112;20753;58,815;113,107;PAYSANDU;LAVALLEJA;34,56219332136826;67,06215335353652;37,93515259712658;72,52336448598132;7,4;4,9;5,9;9,2;2,7;5,5;16,562406594269497;6,045005314036012;3,289483392032154;2,746886224887408;4,0743969244124045;4,728334273337693;3,635878191376559;4,283908778715358
1209;12;9;15;2;4;9;54765;58815;401274;401;24297744;2,6;15594153;1,7;24,298;15,594;;False;67;54;22474;20753;58,815;54,765;RIO NEGRO;LAVALLEJA;34,17324933808089;67,71526102054028;37,93515259712658;72,52336448598132;8,2;5,6;6,7;9,2;2,7;5,5;16,562406594269497;5,993961427306569;3,1903940424325503;2,746886224887408;4,0743969244124045;4,00305130377571;3,635878191376559;4,283908778715358
1309;13;9;49;12;7;34;103473;58815;464972;465;20212707;2,2;15594153;1,7;20,213;15,594;;False;62;54;42934;20753;58,815;103,473;RIVERA;LAVALLEJA;33,98187933083993;65,9688442829875;37,93515259712658;72,52336448598132;6,9;5,2;5,9;9,2;2,7;5,5;16,562406594269497;6,142037405587356;3,006325961764861;2,746886224887408;4,0743969244124045;4,639310709107822;3,635878191376559;4,283908778715358
1409;14;9;130;22;28;74;68088;58815;153094;153;17547856;1,9;15594153;1,7;17,548;15,594;72324,0;True;54;54;24443;20753;58,815;68,088;ROCHA;LAVALLEJA;36,931441663729295;67,36970952403371;37,93515259712658;72,52336448598132;6,1;2,8;4,2;9,2;2,7;5,5;16,562406594269497;5,030437921392435;2,8649399833039673;2,746886224887408;4,0743969244124045;4,22080098617466;3,635878191376559;4,283908778715358
1509;15;9;20;6;4;16;124861;58815;543148;543;25542275;2,8;15594153;1,7;25,542;15,594;;False;97;54;53810;20753;58,815;124,861;SALTO;LAVALLEJA;33,297819174922516;66,35408370372274;37,93515259712658;72,52336448598132;9,2;5,0;6,8;9,2;2,7;5,5;16,562406594269497;6,297109319933935;3,2403241560740703;2,746886224887408;4,0743969244124045;4,827201118571573;3,635878191376559;4,283908778715358
1609;16;9;44;6;9;31;108304;58815;174449;174;26930981;2,9;15594153;1,7;26,931;15,594;;False;154;54;40551;20753;58,815;108,304;SAN JOSE;LAVALLEJA;35,62451986999557;70,87153001936734;37,93515259712658;72,52336448598132;8,7;4,7;6,4;9,2;2,7;5,5;16,562406594269497;5,159055299214529;3,293278039442661;2,746886224887408;4,0743969244124045;4,6849420877662515;3,635878191376559;4,283908778715358
1709;17;9;33;2;1;20;82594;58815;347001;347;22993631;2,5;15594153;1,7;22,994;15,594;;False;85;54;31637;20753;58,815;82,594;SORIANO;LAVALLEJA;35,76436545027484;70,56486944330861;37,93515259712658;72,52336448598132;8,3;3,0;5,2;9,2;2,7;5,5;16,562406594269497;5,849324779946859;3,1352333123315486;2,746886224887408;4,0743969244124045;4,413937038663394;3,635878191376559;4,283908778715358
1809;18;9;50;11;11;36;90051;58815;354035;354;18093592;2,0;15594153;1,7;18,094;15,594;;False;61;54;35648;20753;58,815;90,051;TACUAREMBO;LAVALLEJA;35,0003442493698;65,68821966341896;37,93515259712658;72,52336448598132;9,0;5,2;6,8;9,2;2,7;5,5;16,562406594269497;5,869296913133774;2,89558039160355;2,746886224887408;4,0743969244124045;4,500376176502005;3,635878191376559;4,283908778715358
1909;19;9;172;42;35;63;48134;58815;163101;163;11720592;1,3;15594153;1,7;11,721;15,594;128202,0;True;38;54;18500;20753;58,815;48,134;TREINTA Y TRES;LAVALLEJA;35,69273278763452;66,06116652354845;37,93515259712658;72,52336448598132;12,0;5,4;8,0;9,2;2,7;5,5;16,562406594269497;5,093750200806762;2,4613821047410434;2,746886224887408;4,0743969244124045;3,8739887881102124;3,635878191376559;4,283908778715358
209;2;9;15;3;4;15;73377;58815;593134;593;14214980;1,5;15594153;1,7;14,215;15,594;;False;55;54;30880;20753;58,815;73,377;ARTIGAS;LAVALLEJA;33,966910612317214;63,54048882317126;37,93515259712658;72,52336448598132;11,5;5,4;8,1;9,2;2,7;5,5;16,562406594269497;6,385194398997726;2,654297745102963;2,746886224887408;4,0743969244124045;4,295610535016993;3,635878191376559;4,283908778715358
110;1;10;3914;473;1051;3075;1318755;164298;124272;124;465848031;50,3;51311595;5,5;465,848;51,312;;False;3124;188;456072;62922;164,298;1318,755;MONTEVIDEO;MALDONADO;37,481047654795624;70,39570159219609;35,05074924831708;73,44975086524454;7,4;5,1;6,2;7,7;3,7;5,5;17,753427307993373;4,820281565605037;6,143859400659784;3,937924642950799;5,101681852114599;7,184443388686383;3,556796989808959;4,296601510718212
310;3;10;1345;245;285;703;520173;164298;113438;113;86306492;9,3;51311595;5,5;86,306;51,312;24113,0;True;563;188;197993;62922;164,298;520,173;CANELONES;MALDONADO;35,40663971409512;71,04518002114733;35,05074924831708;73,44975086524454;8,1;4,3;6,0;7,7;3,7;5,5;17,753427307993373;4,727387818712341;4,457899120585731;3,937924642950799;5,101681852114599;6,254161448553351;3,556796989808959;4,296601510718212
410;4;10;810;260;147;759;84698;164298;322406;322;17048887;1,8;51311595;5,5;17,049;51,312;;False;88;188;33360;62922;164,298;84,698;CERRO LARGO;MALDONADO;35,614748872464524;65,58203917553142;35,05074924831708;73,44975086524454;3,8;1,7;2,6;7,7;3,7;5,5;17,753427307993373;5,7745515455444085;2,836091550983094;3,937924642950799;5,101681852114599;4,439091988628338;3,556796989808959;4,296601510718212
510;5;10;309;60;60;288;123203;164298;296954;297;43788749;4,7;51311595;5,5;43,789;51,312;;False;60;188;43030;62922;164,298;123,203;COLONIA;MALDONADO;37,63241966510556;76,05841493228472;35,05074924831708;73,44975086524454;4,1;2,5;3,2;7,7;3,7;5,5;17,753427307993373;5,6937321388027;3,7793826442885683;3,937924642950799;5,101681852114599;4,813833401452298;3,556796989808959;4,296601510718212
610;6;10;198;52;44;176;57084;164298;260638;261;13023942;1,4;51311595;5,5;13,024;51,312;;False;40;188;22663;62922;164,298;57,084;DURAZNO;MALDONADO;35,09302081143578;67,28410796725862;35,05074924831708;73,44975086524454;13,1;5,8;8,9;7,7;3,7;5,5;17,753427307993373;5,564520407322694;2,5667938092601843;3,937924642950799;5,101681852114599;4,044523867238145;3,556796989808959;4,296601510718212
710;7;10;79;18;18;67;25050;164298;272160;272;7284124;0,8;51311595;5,5;7,284;51,312;;False;28;188;9048;62922;164,298;25,05;FLORES;MALDONADO;37,06007984031936;75,4187792824594;35,05074924831708;73,44975086524454;6,6;4,4;5,4;7,7;3,7;5,5;17,753427307993373;5,605802066295998;1,9856801618653614;3,937924642950799;5,101681852114599;3,2208738275308737;3,556796989808959;4,296601510718212
810;8;10;310;64;75;280;67047;164298;166590;167;17767290;1,9;51311595;5,5;17,767;51,312;;False;101;188;24814;62922;164,298;67,047;FLORIDA;MALDONADO;36,72022611004221;71,73437762775389;35,05074924831708;73,44975086524454;7,4;3,0;4,9;7,7;3,7;5,5;17,753427307993373;5,117993812416755;2,877342804053769;3,937924642950799;5,101681852114599;4,2053938659973955;3,556796989808959;4,296601510718212
910;9;10;936;222;182;140;58815;164298;86435;86;15594153;1,7;51311595;5,5;15,594;51,312;151560,0;True;54;188;20753;62922;164,298;58,815;LAVALLEJA;MALDONADO;37,93515259712658;72,52336448598132;35,05074924831708;73,44975086524454;9,2;2,7;5,5;7,7;3,7;5,5;17,753427307993373;4,454347296253507;2,746886224887408;3,937924642950799;5,101681852114599;4,0743969244124045;3,556796989808959;4,296601510718212
1110;11;10;420;116;98;382;113107;164298;457840;458;26828524;2,9;51311595;5,5;26,829;51,312;;False;144;188;46112;62922;164,298;113,107;PAYSANDU;MALDONADO;34,56219332136826;67,06215335353652;35,05074924831708;73,44975086524454;7,4;4,9;5,9;7,7;3,7;5,5;17,753427307993373;6,126869184114185;3,289483392032154;3,937924642950799;5,101681852114599;4,728334273337693;3,556796989808959;4,296601510718212
1210;12;10;223;44;50;205;54765;164298;424153;424;24297744;2,6;51311595;5,5;24,298;51,312;;False;67;188;22474;62922;164,298;54,765;RIO NEGRO;MALDONADO;34,17324933808089;67,71526102054028;35,05074924831708;73,44975086524454;8,2;5,6;6,7;7,7;3,7;5,5;17,753427307993373;6,049733455231958;3,1903940424325503;3,937924642950799;5,101681852114599;4,00305130377571;3,556796989808959;4,296601510718212
1310;13;10;227;57;34;218;103473;164298;533774;534;20212707;2,2;51311595;5,5;20,213;51,312;;False;62;188;42934;62922;164,298;103,473;RIVERA;MALDONADO;33,98187933083993;65,9688442829875;35,05074924831708;73,44975086524454;6,9;5,2;5,9;7,7;3,7;5,5;17,753427307993373;6,280395838960195;3,006325961764861;3,937924642950799;5,101681852114599;4,639310709107822;3,556796989808959;4,296601510718212
1410;14;10;952;245;182;552;68088;164298;141481;141;17547856;1,9;51311595;5,5;17,548;51,312;117320,0;True;54;188;24443;62922;164,298;68,088;ROCHA;MALDONADO;36,931441663729295;67,36970952403371;35,05074924831708;73,44975086524454;6,1;2,8;4,2;7,7;3,7;5,5;17,753427307993373;4,948759890378168;2,8649399833039673;3,937924642950799;5,101681852114599;4,22080098617466;3,556796989808959;4,296601510718212
1510;15;10;484;140;131;462;124861;164298;574428;574;25542275;2,8;51311595;5,5;25,542;51,312;;False;97;188;53810;62922;164,298;124,861;SALTO;MALDONADO;33,297819174922516;66,35408370372274;35,05074924831708;73,44975086524454;9,2;5,0;6,8;7,7;3,7;5,5;17,753427307993373;6,352629396319567;3,2403241560740703;3,937924642950799;5,101681852114599;4,827201118571573;3,556796989808959;4,296601510718212
1610;16;10;230;30;51;191;108304;164298;191221;191;26930981;2,9;51311595;5,5;26,931;51,312;;False;154;188;40551;62922;164,298;108,304;SAN JOSE;MALDONADO;35,62451986999557;70,87153001936734;35,05074924831708;73,44975086524454;8,7;4,7;6,4;7,7;3,7;5,5;17,753427307993373;5,25227342804663;3,293278039442661;3,937924642950799;5,101681852114599;4,6849420877662515;3,556796989808959;4,296601510718212
1710;17;10;335;85;72;317;82594;164298;366071;366;22993631;2,5;51311595;5,5;22,994;51,312;;False;85;188;31637;62922;164,298;82,594;SORIANO;MALDONADO;35,76436545027484;70,56486944330861;35,05074924831708;73,44975086524454;8,3;3,0;5,2;7,7;3,7;5,5;17,753427307993373;5,902633333401366;3,1352333123315486;3,937924642950799;5,101681852114599;4,413937038663394;3,556796989808959;4,296601510718212
1810;18;10;363;89;88;331;90051;164298;419858;420;18093592;2,0;51311595;5,5;18,094;51,312;;False;61;188;35648;62922;164,298;90,051;TACUAREMBO;MALDONADO;35,0003442493698;65,68821966341896;35,05074924831708;73,44975086524454;9,0;5,2;6,8;7,7;3,7;5,5;17,753427307993373;6,040254711277414;2,89558039160355;3,937924642950799;5,101681852114599;4,500376176502005;3,556796989808959;4,296601510718212
1910;19;10;776;222;188;718;48134;164298;216958;217;11720592;1,3;51311595;5,5;11,721;51,312;;False;38;188;18500;62922;164,298;48,134;TREINTA Y TRES;MALDONADO;35,69273278763452;66,06116652354845;35,05074924831708;73,44975086524454;12,0;5,4;8,0;7,7;3,7;5,5;17,753427307993373;5,37989735354046;2,4613821047410434;3,937924642950799;5,101681852114599;3,8739887881102124;3,556796989808959;4,296601510718212
210;2;10;472;144;84;460;73377;164298;658957;659;14214980;1,5;51311595;5,5;14,215;51,312;;False;55;188;30880;62922;164,298;73,377;ARTIGAS;MALDONADO;33,966910612317214;63,54048882317126;35,05074924831708;73,44975086524454;11,5;5,4;8,1;7,7;3,7;5,5;17,753427307993373;6,490723534502507;2,654297745102963;3,937924642950799;5,101681852114599;4,295610535016993;3,556796989808959;4,296601510718212
111;1;11;1075;206;390;1052;1318755;113107;367994;368;465848031;50,3;26828524;2,9;465,848;26,829;;False;3124;144;456072;46112;113,107;1318,755;MONTEVIDEO;PAYSANDU;37,481047654795624;70,39570159219609;34,56219332136826;67,06215335353652;7,4;5,1;6,2;7,4;4,9;5,9;17,104976207843436;5,908082938168931;6,143859400659784;3,289483392032154;4,728334273337693;7,184443388686383;3,5427604060820514;4,205619851371579
311;3;11;148;31;39;128;520173;113107;359961;360;86306492;9,3;26828524;2,9;86,306;26,829;;False;563;144;197993;46112;113,107;520,173;CANELONES;PAYSANDU;35,40663971409512;71,04518002114733;34,56219332136826;67,06215335353652;8,1;4,3;6,0;7,4;4,9;5,9;17,104976207843436;5,886104031450156;4,457899120585731;3,289483392032154;4,728334273337693;6,254161448553351;3,5427604060820514;4,205619851371579
411;4;11;61;8;11;49;84698;113107;444743;445;17048887;1,8;26828524;2,9;17,049;26,829;;False;88;144;33360;46112;113,107;84,698;CERRO LARGO;PAYSANDU;35,614748872464524;65,58203917553142;34,56219332136826;67,06215335353652;3,8;1,7;2,6;7,4;4,9;5,9;17,104976207843436;6,09807428216624;2,836091550983094;3,289483392032154;4,728334273337693;4,439091988628338;3,5427604060820514;4,205619851371579
511;5;11;71;36;7;66;123203;113107;251002;251;43788749;4,7;26828524;2,9;43,789;26,829;;False;60;144;43030;46112;113,107;123,203;COLONIA;PAYSANDU;37,63241966510556;76,05841493228472;34,56219332136826;67,06215335353652;4,1;2,5;3,2;7,4;4,9;5,9;17,104976207843436;5,5254529391317835;3,7793826442885683;3,289483392032154;4,728334273337693;4,813833401452298;3,5427604060820514;4,205619851371579
611;6;11;59;23;10;52;57084;113107;256308;256;13023942;1,4;26828524;2,9;13,024;26,829;;False;40;144;22663;46112;113,107;57,084;DURAZNO;PAYSANDU;35,09302081143578;67,28410796725862;34,56219332136826;67,06215335353652;13,1;5,8;8,9;7,4;4,9;5,9;17,104976207843436;5,545177444479562;2,5667938092601843;3,289483392032154;4,728334273337693;4,044523867238145;3,5427604060820514;4,205619851371579
711;7;11;30;19;5;30;25050;113107;186959;187;7284124;0,8;26828524;2,9;7,284;26,829;;False;28;144;9048;46112;113,107;25,05;FLORES;PAYSANDU;37,06007984031936;75,4187792824594;34,56219332136826;67,06215335353652;6,6;4,4;5,4;7,4;4,9;5,9;17,104976207843436;5,231108616854587;1,9856801618653614;3,289483392032154;4,728334273337693;3,2208738275308737;3,5427604060820514;4,205619851371579
811;8;11;47;17;11;42;67047;113107;311240;311;17767290;1,9;26828524;2,9;17,767;26,829;;False;101;144;24814;46112;113,107;67,047;FLORIDA;PAYSANDU;36,72022611004221;71,73437762775389;34,56219332136826;67,06215335353652;7,4;3,0;4,9;7,4;4,9;5,9;17,104976207843436;5,739792912179234;2,877342804053769;3,289483392032154;4,728334273337693;4,2053938659973955;3,5427604060820514;4,205619851371579
911;9;11;28;7;8;22;58815;113107;422102;422;15594153;1,7;26828524;2,9;15,594;26,829;;False;54;144;20753;46112;113,107;58,815;LAVALLEJA;PAYSANDU;37,93515259712658;72,52336448598132;34,56219332136826;67,06215335353652;9,2;2,7;5,5;7,4;4,9;5,9;17,104976207843436;6,045005314036012;2,746886224887408;3,289483392032154;4,728334273337693;4,0743969244124045;3,5427604060820514;4,205619851371579
1011;10;11;95;18;18;84;164298;113107;457785;458;51311595;5,5;26828524;2,9;51,312;26,829;;False;188;144;62922;46112;113,107;164,298;MALDONADO;PAYSANDU;35,05074924831708;73,44975086524454;34,56219332136826;67,06215335353652;7,7;3,7;5,5;7,4;4,9;5,9;17,104976207843436;6,126869184114185;3,937924642950799;3,289483392032154;4,728334273337693;5,101681852114599;3,5427604060820514;4,205619851371579
1211;12;11;516;140;94;90;54765;113107;78652;79;24297744;2,6;26828524;2,9;24,298;26,829;203139,0;True;67;144;22474;46112;113,107;54,765;RIO NEGRO;PAYSANDU;34,17324933808089;67,71526102054028;34,56219332136826;67,06215335353652;8,2;5,6;6,7;7,4;4,9;5,9;17,104976207843436;4,3694478524670215;3,1903940424325503;3,289483392032154;4,728334273337693;4,00305130377571;3,5427604060820514;4,205619851371579
1311;13;11;143;42;27;132;103473;113107;340541;341;20212707;2,2;26828524;2,9;20,213;26,829;;False;62;144;42934;46112;113,107;103,473;RIVERA;PAYSANDU;33,98187933083993;65,9688442829875;34,56219332136826;67,06215335353652;6,9;5,2;5,9;7,4;4,9;5,9;17,104976207843436;5,831882477283517;3,006325961764861;3,289483392032154;4,728334273337693;4,639310709107822;3,5427604060820514;4,205619851371579
1411;14;11;32;6;1;30;68088;113107;536157;536;17547856;1,9;26828524;2,9;17,548;26,829;;False;54;144;24443;46112;113,107;68,088;ROCHA;PAYSANDU;36,931441663729295;67,36970952403371;34,56219332136826;67,06215335353652;6,1;2,8;4,2;7,4;4,9;5,9;17,104976207843436;6,284134161070802;2,8649399833039673;3,289483392032154;4,728334273337693;4,22080098617466;3,5427604060820514;4,205619851371579
1511;15;11;564;184;138;366;124861;113107;121842;122;25542275;2,8;26828524;2,9;25,542;26,829;204668,0;True;97;144;53810;46112;113,107;124,861;SALTO;PAYSANDU;33,297819174922516;66,35408370372274;34,56219332136826;67,06215335353652;9,2;5,0;6,8;7,4;4,9;5,9;17,104976207843436;4,804021044733257;3,2403241560740703;3,289483392032154;4,728334273337693;4,827201118571573;3,5427604060820514;4,205619851371579
1611;16;11;59;11;12;48;108304;113107;306476;306;26930981;2,9;26828524;2,9;26,931;26,829;;False;154;144;40551;46112;113,107;108,304;SAN JOSE;PAYSANDU;35,62451986999557;70,87153001936734;34,56219332136826;67,06215335353652;8,7;4,7;6,4;7,4;4,9;5,9;17,104976207843436;5,723585101952381;3,293278039442661;3,289483392032154;4,728334273337693;4,6849420877662515;3,5427604060820514;4,205619851371579
1711;17;11;181;85;17;162;82594;113107;145587;146;22993631;2,5;26828524;2,9;22,994;26,829;;False;85;144;31637;46112;113,107;82,594;SORIANO;PAYSANDU;35,76436545027484;70,56486944330861;34,56219332136826;67,06215335353652;8,3;3,0;5,2;7,4;4,9;5,9;17,104976207843436;4,983606621708336;3,1352333123315486;3,289483392032154;4,728334273337693;4,413937038663394;3,5427604060820514;4,205619851371579
1811;18;11;261;84;43;125;90051;113107;240569;241;18093592;2,0;26828524;2,9;18,094;26,829;98654,0;True;61;144;35648;46112;113,107;90,051;TACUAREMBO;PAYSANDU;35,0003442493698;65,68821966341896;34,56219332136826;67,06215335353652;9,0;5,2;6,8;7,4;4,9;5,9;17,104976207843436;5,484796933490655;2,89558039160355;3,289483392032154;4,728334273337693;4,500376176502005;3,5427604060820514;4,205619851371579
1911;19;11;16;1;5;15;48134;113107;454655;455;11720592;1,3;26828524;2,9;11,721;26,829;;False;38;144;18500;46112;113,107;48,134;TREINTA Y TRES;PAYSANDU;35,69273278763452;66,06116652354845;34,56219332136826;67,06215335353652;12,0;5,4;8,0;7,4;4,9;5,9;17,104976207843436;6,12029741895095;2,4613821047410434;3,289483392032154;4,728334273337693;3,8739887881102124;3,5427604060820514;4,205619851371579
211;2;11;200;59;43;184;73377;113107;304617;305;14214980;1,5;26828524;2,9;14,215;26,829;;False;55;144;30880;46112;113,107;73,377;ARTIGAS;PAYSANDU;33,966910612317214;63,54048882317126;34,56219332136826;67,06215335353652;11,5;5,4;8,1;7,4;4,9;5,9;17,104976207843436;5,720311776607412;2,654297745102963;3,289483392032154;4,728334273337693;4,295610535016993;3,5427604060820514;4,205619851371579
112;1;12;886;105;320;816;1318755;54765;314776;315;465848031;50,3;24297744;2,6;465,848;24,298;;False;3124;67;456072;22474;54,765;1318,755;MONTEVIDEO;RIO NEGRO;37,481047654795624;70,39570159219609;34,17324933808089;67,71526102054028;7,4;5,1;6,2;8,2;5,6;6,7;17,00589406449475;5,752572638825633;6,143859400659784;3,1903940424325503;4,00305130377571;7,184443388686383;3,5314431549067016;4,215311575792962
312;3;12;154;19;33;120;520173;54765;313044;313;86306492;9,3;24297744;2,6;86,306;24,298;;False;563;67;197993;22474;54,765;520,173;CANELONES;RIO NEGRO;35,40663971409512;71,04518002114733;34,17324933808089;67,71526102054028;8,1;4,3;6,0;8,2;5,6;6,7;17,00589406449475;5,746203190540153;4,457899120585731;3,1903940424325503;4,00305130377571;6,254161448553351;3,5314431549067016;4,215311575792962
412;4;12;41;8;8;36;84698;54765;486397;486;17048887;1,8;24297744;2,6;17,049;24,298;;False;88;67;33360;22474;54,765;84,698;CERRO LARGO;RIO NEGRO;35,614748872464524;65,58203917553142;34,17324933808089;67,71526102054028;3,8;1,7;2,6;8,2;5,6;6,7;17,00589406449475;6,186208623900494;2,836091550983094;3,1903940424325503;4,00305130377571;4,439091988628338;3,5314431549067016;4,215311575792962
512;5;12;88;20;16;75;123203;54765;173119;173;43788749;4,7;24297744;2,6;43,789;24,298;;False;60;67;43030;22474;54,765;123,203;COLONIA;RIO NEGRO;37,63241966510556;76,05841493228472;34,17324933808089;67,71526102054028;4,1;2,5;3,2;8,2;5,6;6,7;17,00589406449475;5,153291594497779;3,7793826442885683;3,1903940424325503;4,00305130377571;4,813833401452298;3,5314431549067016;4,215311575792962
612;6;12;62;7;11;28;57084;54765;235433;235;13023942;1,4;24297744;2,6;13,024;24,298;112081,0;True;40;67;22663;22474;54,765;57,084;DURAZNO;RIO NEGRO;35,09302081143578;67,28410796725862;34,17324933808089;67,71526102054028;13,1;5,8;8,9;8,2;5,6;6,7;17,00589406449475;5,459585514144159;2,5667938092601843;3,1903940424325503;4,00305130377571;4,044523867238145;3,5314431549067016;4,215311575792962
712;7;12;36;8;12;26;25050;54765;166083;166;7284124;0,8;24297744;2,6;7,284;24,298;2760,0;True;28;67;9048;22474;54,765;25,05;FLORES;RIO NEGRO;37,06007984031936;75,4187792824594;34,17324933808089;67,71526102054028;6,6;4,4;5,4;8,2;5,6;6,7;17,00589406449475;5,111987788356544;1,9856801618653614;3,1903940424325503;4,00305130377571;3,2208738275308737;3,5314431549067016;4,215311575792962
