loc_origen,loc_destino,personas_mig,pobl_origen,pobl_destino,cod,distancia_m
3322,16829,2,25947,1087,332216829,51305
3828,16829,1,21091,1087,382816829,55900
5999,16829,2,56,1087,599916829,137719
6220,16829,3,34368,1087,622016829,182650
13220,16829,4,64465,1087,1322016829,497150
14421,16829,1,7541,1087,1442116829,277968
1020,16923,6,1304729,343,102016923,93825
1020,16925,1,1304729,517,102016925,57596
3320,16925,1,19865,517,332016925,20853
3322,16925,1,25947,517,332216925,62425
3323,16925,9,16742,517,332316925,8456
3624,16925,1,2508,517,362416925,27887
8621,16925,1,1202,517,862116925,20869
10320,16925,5,62590,517,1032016925,167005
1020,16926,1,1304729,620,102016926,66707
3221,16926,1,71258,620,322116926,69983
3826,16926,3,965,620,382616926,122055
5323,16926,2,12816,620,532316926,77050
5522,16926,1,6632,620,552216926,93182
5621,16926,1,3235,620,562116926,53387
6220,16926,1,34368,620,622016926,140909
1020,16929,51,1304729,2585,102016929,97919
2220,16929,9,40657,2585,222016929,558424
3221,16929,1,71258,2585,322116929,101195
3321,16929,1,20524,2585,332116929,98812
3322,16929,6,25947,2585,332216929,124187
3422,16929,5,7133,2585,342216929,119695
3629,16929,10,4510,2585,362916929,122698
3631,16929,1,4397,2585,363116929,112320
3828,16929,1,21091,2585,382816929,128782
3831,16929,1,8066,2585,383116929,120373
5320,16929,2,26231,2585,532016929,75740
5321,16929,3,18041,2585,532116929,131887
5323,16929,1,12816,2585,532316929,44275
5421,16929,19,10630,2585,542116929,20054
5422,16929,2,10085,2585,542216929,29561
5621,16929,2,3235,2585,562116929,20612
5726,16929,1,138,2585,572616929,63908
6421,16929,9,7176,2585,642116929,226479
6521,16929,3,2692,2585,652116929,199266
6622,16929,2,1443,2585,662216929,294662
7320,16929,4,21429,2585,732016929,114472
7721,16929,6,918,2585,772116929,57109
8521,16929,1,2402,2585,852116929,159318
8624,16929,1,1852,2585,862416929,88687
12421,16929,1,16756,2585,1242116929,235612
13220,16929,3,64465,2585,1322016929,464183
13522,16929,5,7235,2585,1352216929,435853
13830,16929,2,295,2585,1383016929,509939
14320,16929,2,25422,2585,1432016929,295801
15120,16929,1,104011,2585,1512016929,401480
17220,16929,5,41974,2585,1722016929,168822
17622,16929,3,2123,2585,1762216929,131849
18220,16929,1,54755,2585,1822016929,354178
1020,16932,11,1304729,423,102016932,61203
3322,16932,1,25947,423,332216932,87471
3527,16932,4,6132,423,352716932,81939
3729,16932,1,8626,423,372916932,98463
7320,16932,2,21429,423,732016932,145489
8220,16932,4,33639,423,822016932,105825
8622,16932,8,2398,423,862216932,134765
8624,16932,1,1852,423,862416932,87451
8993,16932,1,91,423,899316932,113493
10320,16932,1,62590,423,1032016932,189185
18321,16932,6,12985,423,1832116932,235606
1020,16939,1,1304729,59,102016939,72292
1020,16947,2,1304729,183,102016947,96239
5421,16947,1,10630,183,542116947,20781
8721,16947,1,1357,183,872116947,181339
8722,16947,2,835,183,872216947,207948
12621,16947,2,2450,183,1262116947,206639
12622,16947,9,1781,183,1262216947,255922
1020,16950,149,1304729,1287,102016950,25775
3221,16950,6,71258,1287,322116950,29051
3320,16950,1,19865,1287,332016950,47905
3526,16950,6,3727,1287,352616950,61446
3627,16950,1,7896,1287,362716950,74742
3828,16950,1,21091,1287,382816950,56638
4220,16950,1,51830,1287,422016950,403980
10320,16950,2,62590,1287,1032016950,153757
13522,16950,1,7235,1287,1352216950,469291
15120,16950,4,104011,1287,1512016950,456664
1020,16960,3,1304729,93,102016960,33356
1020,16961,3,1304729,250,102016961,63097
7320,16961,1,21429,250,732016961,121774
10524,16961,1,9277,250,1052416961,194757
13220,16961,5,64465,250,1322016961,459341
17521,16961,1,4600,250,1752116961,106839
1020,16965,2,1304729,134,102016965,79545
17220,16965,1,41974,134,1722016965,186721
1020,17220,634,1304729,41974,102017220,265706
2220,17220,4,40657,41974,222017220,434542
2521,17220,2,12200,41974,252117220,373603
3221,17220,6,71258,41974,322117220,259202
3320,17220,9,19865,41974,332017220,235566
3321,17220,9,20524,41974,332117220,262431
3322,17220,6,25947,41974,332217220,277138
3323,17220,3,16742,41974,332317220,223169
3526,17220,2,3727,41974,352617220,259453
3527,17220,1,6132,41974,352717220,261354
3528,17220,2,5089,41974,352817220,291721
3621,17220,1,5562,41974,362117220,301104
3627,17220,1,7896,41974,362717220,304689
3631,17220,3,4397,41974,363117220,272169
3722,17220,1,5410,41974,372217220,283264
3725,17220,1,1313,41974,372517220,306530
3730,17220,3,1489,41974,373017220,254275
3731,17220,2,90,41974,373117220,285242
3732,17220,5,18573,41974,373217220,286602
3828,17220,2,21091,41974,382817220,287912
3830,17220,3,4724,41974,383017220,292947
3831,17220,1,8066,41974,383117220,286597
3835,17220,1,3195,41974,383517220,286604
3922,17220,1,68,41974,392217220,330683
4220,17220,7,51830,41974,422017220,460702
4522,17220,5,14604,41974,452217220,531434
5320,17220,8,26231,41974,532017220,154204
5321,17220,5,18041,41974,532117220,93250
5323,17220,5,12816,41974,532317220,158642
5421,17220,3,10630,41974,542117220,149896
5422,17220,4,10085,41974,542217220,148235
5423,17220,5,9857,41974,542317220,82769
5521,17220,5,3390,41974,552117220,93580
5522,17220,2,6632,41974,552217220,139905
5721,17220,1,401,41974,572117220,126812
5724,17220,1,603,41974,572417220,154505
6220,17220,4,34368,41974,622017220,169707
6621,17220,1,1084,41974,662117220,289767
7320,17220,14,21429,41974,732017220,130087
8220,17220,2,33639,41974,822017220,243323
8421,17220,1,6130,41974,842117220,207273
8723,17220,1,747,41974,872317220,231510
9220,17220,2,38446,41974,922017220,339394
10320,17220,18,62590,41974,1032017220,381718
10521,17220,4,2465,41974,1052117220,393220
10523,17220,2,8830,41974,1052317220,350886
10524,17220,7,9277,41974,1052417220,385398
10984,17220,1,204,41974,1098417220,386333
10985,17220,1,38,41974,1098517220,413197
11120,17220,43,76412,41974,1112017220,120667
11521,17220,3,5039,41974,1152117220,155118
11522,17220,1,8578,41974,1152217220,126143
11695,17220,2,1111,41974,1169517220,285920
11723,17220,1,1159,41974,1172317220,114069
11926,17220,1,735,41974,1192617220,201949
12320,17220,66,24406,41974,1232017220,33994
12421,17220,31,16756,41974,1242117220,92355
12621,17220,14,2450,41974,1262117220,39190
12622,17220,2,1781,41974,1262217220,88473
12797,17220,1,779,41974,1279717220,133339
12930,17220,2,248,41974,1293017220,6139
13220,17220,9,64465,41974,1322017220,427653
13522,17220,1,7235,41974,1352217220,399323
14320,17220,1,25422,41974,1432017220,448878
14722,17220,2,3495,41974,1472217220,476428
14923,17220,1,370,41974,1492317220,529744
15120,17220,35,104011,41974,1512017220,234758
15829,17220,1,54,41974,1582917220,264595
15832,17220,1,270,41974,1583217220,293024
16220,17220,13,36743,41974,1622017220,188212
16421,17220,2,10166,41974,1642117220,218716
16722,17220,1,1662,41974,1672217220,239503
16824,17220,3,6870,41974,1682417220,237927
16926,17220,1,620,41974,1692617220,201981
16929,17220,1,2585,41974,1692917220,168822
16932,17220,1,423,41974,1693217220,226673
18220,17220,14,54755,41974,1822017220,317389
18321,17220,7,12985,41974,1832117220,205535
18521,17220,4,3415,41974,1852117220,303300
19220,17220,3,25477,41974,1922017220,405949
1020,17321,244,1304729,17174,102017321,259155
2220,17321,5,40657,17174,222017321,471859
2521,17321,1,12200,17174,252117321,410920
3221,17321,5,71258,17174,322117321,261707
3320,17321,4,19865,17174,332017321,238071
3321,17321,4,20524,17174,332117321,260048
3322,17321,1,25947,17174,332217321,279643
3421,17321,1,16244,17174,342117321,256488
3633,17321,1,7288,17174,363317321,280510
3729,17321,1,8626,17174,372917321,296415
3732,17321,4,18573,17174,373217321,283448
3957,17321,1,3543,17174,395717321,298320
4220,17321,2,51830,17174,422017321,484278
4522,17321,11,14604,17174,452217321,555010
4827,17321,1,415,17174,482717321,515072
5320,17321,8,26231,17174,532017321,124406
5321,17321,7,18041,17174,532117321,56068
5323,17321,14,12816,17174,532317321,138442
5422,17321,1,10085,17174,542217321,133123
5423,17321,26,9857,17174,542317321,45475
5521,17321,5,3390,17174,552117321,68583
5522,17321,4,6632,17174,552217321,115745
5798,17321,1,192,17174,579817321,33795
5831,17321,1,999,17174,583117321,85383
5999,17321,1,56,17174,599917321,134793
6220,17321,6,34368,17174,622017321,193283
7320,17321,11,21429,17174,732017321,153663
8220,17321,3,33639,17174,822017321,251608
8421,17321,2,6130,17174,842117321,228424
8624,17321,1,1852,17174,862417321,234503
8721,17321,1,1357,17174,872117321,316355
9522,17321,5,5118,17174,952217321,416134
10320,17321,29,62590,17174,1032017321,384223
10321,17321,5,27471,17174,1032117321,385776
10522,17321,3,6597,17174,1052217321,353709
10523,17321,1,8830,17174,1052317321,353391
10524,17321,2,9277,17174,1052417321,387903
11120,17321,13,76412,17174,1112017321,157984
11522,17321,1,8578,17174,1152217321,163460
11894,17321,1,122,17174,1189417321,296812
12320,17321,11,24406,17174,1232017321,71311
12421,17321,18,16756,17174,1242117321,129672
12621,17321,1,2450,17174,1262117321,76507
12622,17321,1,1781,17174,1262217321,125790
14320,17321,1,25422,17174,1432017321,451383
14421,17321,1,7541,17174,1442117321,503753
14422,17321,2,7645,17174,1442217321,457266
15120,17321,7,104011,17174,1512017321,272075
15522,17321,2,1926,17174,1552217321,353253
16220,17321,6,36743,17174,1622017321,190717
16521,17321,2,20239,17174,1652117321,236810
16824,17321,8,6870,17174,1682417321,231376
18220,17321,5,54755,17174,1822017321,354706
18321,17321,1,12985,17174,1832117321,242744
18521,17321,1,3415,17174,1852117321,340509
18822,17321,1,160,17174,1882217321,347589
19220,17321,3,25477,17174,1922017321,429525
19522,17321,7,3810,17174,1952217321,484524
1020,17521,99,1304729,4600,102017521,169936
2521,17521,1,12200,4600,252117521,469098
3320,17521,1,19865,4600,332017521,138992
3322,17521,4,25947,4600,332217521,180564
3323,17521,2,16742,4600,332317521,126595
3629,17521,1,4510,4600,362917521,178748
5320,17521,6,26231,4600,532017521,91907
5321,17521,2,18041,4600,532117521,97383
5323,17521,5,12816,4600,532317521,69947
5421,17521,9,10630,4600,542117521,54126
5422,17521,8,10085,4600,542217521,52465
5423,17521,2,9857,4600,542317521,104141
5521,17521,2,3390,4600,552117521,45196
5522,17521,2,6632,4600,552217521,63394
5621,17521,2,3235,4600,562117521,60413
5622,17521,52,3716,4600,562217521,1515
5831,17521,8,999,4600,583117521,32544
5924,17521,1,73,4600,592417521,79682
5999,17521,4,56,4600,599917521,88227
7320,17521,6,21429,4600,732017521,60658
7721,17521,2,918,4600,772117521,31719
10320,17521,11,62590,4600,1032017521,285144
10523,17521,1,8830,4600,1052317521,254312
10524,17521,1,9277,4600,1052417521,288824
11120,17521,1,76412,4600,1112017521,216162
12421,17521,1,16756,4600,1242117521,178481
15120,17521,5,104011,4600,1512017521,330253
16220,17521,13,36743,4600,1622017521,91638
16421,17521,2,10166,4600,1642117521,122946
16826,17521,1,1277,4600,1682617521,102852
16923,17521,6,343,4600,1692317521,82867
18220,17521,3,54755,4600,1822017521,306109
19220,17521,1,25477,4600,1922017521,337886
1020,17621,7,1304729,2120,102017621,195227
3221,17621,7,71258,2120,322117621,188723
3322,17621,3,25947,2120,332217621,206659
3729,17621,3,8626,2120,372917621,223653
4522,17621,6,14604,2120,452217621,489951
5320,17621,1,26231,2120,532017621,101835
5421,17621,1,10630,2120,542117621,79417
5422,17621,4,10085,2120,542217621,77756
5452,17621,1,78,2120,545217621,72258
5521,17621,1,3390,2120,552117621,39993
5622,17621,2,3716,2120,562217621,27271
5798,17621,1,192,2120,579817621,83778
5831,17621,2,999,2120,583117621,47997
5932,17621,1,27,2120,593217621,100391
6220,17621,2,34368,2120,622017621,128224
6622,17621,1,1443,2120,662217621,279717
7320,17621,2,21429,2120,732017621,87238
9220,17621,1,38446,2120,922017621,268915
10320,17621,3,62590,2120,1032017621,311239
10521,17621,1,2465,2120,1052117621,322741
11120,17621,1,76412,2120,1112017621,189046
12320,17621,4,24406,2120,1232017621,102373
16220,17621,1,36743,2120,1622017621,117733
1020,17622,28,1304729,2123,102017622,228733
5320,17622,1,26231,2123,532017622,129715
5321,17622,1,18041,2123,532117622,93882
5421,17622,6,10630,2123,542117622,112923
5422,17622,1,10085,2123,542217622,111262
5621,17622,1,3235,2123,562117622,119210
5622,17622,2,3716,2123,562217622,60777
5969,17622,1,294,2123,596917622,98634
8220,17622,5,33639,2123,822017622,212130
9220,17622,1,38446,2123,922017622,302421
10320,17622,2,62590,2123,1032017622,344745
10321,17622,1,27471,2123,1032117622,346298
10821,17622,3,8177,2123,1082117622,341763
11120,17622,10,76412,2123,1112017622,156691
11621,17622,2,2853,2123,1162117622,207061
12320,17622,8,24406,2123,1232017622,70018
12421,17622,1,16756,2123,1242117622,128379
12923,17622,3,283,2123,1292317622,103918
14320,17622,2,25422,2123,1432017622,411905
15120,17622,1,104011,2123,1512017622,270782
16220,17622,3,36743,2123,1622017622,151239
16824,17622,1,6870,2123,1682417622,200954
