cod_ori,latlon_ori,cod_des,latlon_des,cod,distancia
15120,"-31.39099520425074,-57.938559131114474",18220,"-31.71656576589131,-55.98227865899393",1512018220,216561
15120,"-31.39099520425074,-57.938559131114474",19220,"-33.23222966487474,-54.38252254973986",1512019220,493574
16220,"-34.338333026427584,-56.71343246500763",1020,"-34.83459368462574,-56.200727322283996",162201020,84089
16220,"-34.338333026427584,-56.71343246500763",2220,"-30.42583821419782,-56.48691836714405",162202220,520410
16220,"-34.338333026427584,-56.71343246500763",3320,"-34.5248820942228,-56.28134757794109",162203320,47333
16220,"-34.338333026427584,-56.71343246500763",4220,"-32.366965911958815,-54.16797657500114",162204220,391760
16220,"-34.338333026427584,-56.71343246500763",5320,"-34.45055037560706,-57.838919942012616",162205320,110819
16220,"-34.338333026427584,-56.71343246500763",6220,"-33.38250225260489,-56.5226838660229",162206220,120023
16220,"-34.338333026427584,-56.71343246500763",7320,"-33.5214825688165,-56.89958042575091",162207320,96952
16220,"-34.338333026427584,-56.71343246500763",8220,"-34.10300406870569,-56.22187817478847",162208220,71775
16220,"-34.338333026427584,-56.71343246500763",9220,"-34.37662152849474,-55.244018002185456",162209220,151064
16220,"-34.338333026427584,-56.71343246500763",10320,"-34.8972187652653,-54.94737237904476",1622010320,193313
16220,"-34.338333026427584,-56.71343246500763",11120,"-32.318768140700776,-58.07902159500193",1622011120,279741
16220,"-34.338333026427584,-56.71343246500763",12320,"-33.12672715408673,-58.29894536750416",1622012320,219608
16220,"-34.338333026427584,-56.71343246500763",13220,"-30.91647986120184,-55.569795769247854",1622013220,435325
16220,"-34.338333026427584,-56.71343246500763",14320,"-34.47922798203669,-54.326604990723666",1622014320,260499
16220,"-34.338333026427584,-56.71343246500763",15120,"-31.39099520425074,-57.938559131114474",1622015120,394199
16220,"-34.338333026427584,-56.71343246500763",17220,"-33.255057139215,-58.03061475685623",1622017220,188454
16220,"-34.338333026427584,-56.71343246500763",18220,"-31.71656576589131,-55.98227865899393",1622018220,325205
16220,"-34.338333026427584,-56.71343246500763",19220,"-33.23222966487474,-54.38252254973986",1622019220,301185
17220,"-33.255057139215,-58.03061475685623",1020,"-34.83459368462574,-56.200727322283996",172201020,268441
17220,"-33.255057139215,-58.03061475685623",2220,"-30.42583821419782,-56.48691836714405",172202220,434680
17220,"-33.255057139215,-58.03061475685623",3320,"-34.5248820942228,-56.28134757794109",172203320,235946
17220,"-33.255057139215,-58.03061475685623",4220,"-32.366965911958815,-54.16797657500114",172204220,456173
17220,"-33.255057139215,-58.03061475685623",5320,"-34.45055037560706,-57.838919942012616",172205320,152306
17220,"-33.255057139215,-58.03061475685623",6220,"-33.38250225260489,-56.5226838660229",172206220,166254
17220,"-33.255057139215,-58.03061475685623",7320,"-33.5214825688165,-56.89958042575091",172207320,126833
17220,"-33.255057139215,-58.03061475685623",8220,"-34.10300406870569,-56.22187817478847",172208220,237748
17220,"-33.255057139215,-58.03061475685623",9220,"-34.37662152849474,-55.244018002185456",172209220,346469
17220,"-33.255057139215,-58.03061475685623",10320,"-34.8972187652653,-54.94737237904476",1722010320,381926
17220,"-33.255057139215,-58.03061475685623",11120,"-32.318768140700776,-58.07902159500193",1722011120,120974
17220,"-33.255057139215,-58.03061475685623",12320,"-33.12672715408673,-58.29894536750416",1722012320,33335
17220,"-33.255057139215,-58.03061475685623",13220,"-30.91647986120184,-55.569795769247854",1722013220,429499
17220,"-33.255057139215,-58.03061475685623",14320,"-34.47922798203669,-54.326604990723666",1722014320,455875
17220,"-33.255057139215,-58.03061475685623",15120,"-31.39099520425074,-57.938559131114474",1722015120,235431
17220,"-33.255057139215,-58.03061475685623",16220,"-34.338333026427584,-56.71343246500763",1722016220,188615
17220,"-33.255057139215,-58.03061475685623",18220,"-31.71656576589131,-55.98227865899393",1722018220,319034
17220,"-33.255057139215,-58.03061475685623",19220,"-33.23222966487474,-54.38252254973986",1722019220,402496
18220,"-31.71656576589131,-55.98227865899393",1020,"-34.83459368462574,-56.200727322283996",182201020,380524
18220,"-31.71656576589131,-55.98227865899393",2220,"-30.42583821419782,-56.48691836714405",182202220,196093
18220,"-31.71656576589131,-55.98227865899393",3320,"-34.5248820942228,-56.28134757794109",182203320,343823
18220,"-31.71656576589131,-55.98227865899393",4220,"-32.366965911958815,-54.16797657500114",182204220,201795
18220,"-31.71656576589131,-55.98227865899393",5320,"-34.45055037560706,-57.838919942012616",182205320,396415
18220,"-31.71656576589131,-55.98227865899393",6220,"-33.38250225260489,-56.5226838660229",182206220,205657
18220,"-31.71656576589131,-55.98227865899393",7320,"-33.5214825688165,-56.89958042575091",182207320,246025
18220,"-31.71656576589131,-55.98227865899393",8220,"-34.10300406870569,-56.22187817478847",182208220,293648
18220,"-31.71656576589131,-55.98227865899393",9220,"-34.37662152849474,-55.244018002185456",182209220,373453
18220,"-31.71656576589131,-55.98227865899393",10320,"-34.8972187652653,-54.94737237904476",1822010320,444862
18220,"-31.71656576589131,-55.98227865899393",11120,"-32.318768140700776,-58.07902159500193",1822011120,234059
18220,"-31.71656576589131,-55.98227865899393",12320,"-33.12672715408673,-58.29894536750416",1822012320,319530
18220,"-31.71656576589131,-55.98227865899393",13220,"-30.91647986120184,-55.569795769247854",1822013220,111008
18220,"-31.71656576589131,-55.98227865899393",14320,"-34.47922798203669,-54.326604990723666",1822014320,443953
18220,"-31.71656576589131,-55.98227865899393",15120,"-31.39099520425074,-57.938559131114474",1822015120,216553
18220,"-31.71656576589131,-55.98227865899393",16220,"-34.338333026427584,-56.71343246500763",1822016220,325206
18220,"-31.71656576589131,-55.98227865899393",17220,"-33.255057139215,-58.03061475685623",1822017220,319034
18220,"-31.71656576589131,-55.98227865899393",19220,"-33.23222966487474,-54.38252254973986",1822019220,277761
19220,"-33.23222966487474,-54.38252254973986",1020,"-34.83459368462574,-56.200727322283996",192201020,278478
19220,"-33.23222966487474,-54.38252254973986",2220,"-30.42583821419782,-56.48691836714405",192202220,449594
19220,"-33.23222966487474,-54.38252254973986",3320,"-34.5248820942228,-56.28134757794109",192203320,268399
19220,"-33.23222966487474,-54.38252254973986",4220,"-32.366965911958815,-54.16797657500114",192204220,112380
19220,"-33.23222966487474,-54.38252254973986",5320,"-34.45055037560706,-57.838919942012616",192205320,410092
19220,"-33.23222966487474,-54.38252254973986",6220,"-33.38250225260489,-56.5226838660229",192206220,236666
19220,"-33.23222966487474,-54.38252254973986",7320,"-33.5214825688165,-56.89958042575091",192207320,277034
19220,"-33.23222966487474,-54.38252254973986",8220,"-34.10300406870569,-56.22187817478847",192208220,229809
19220,"-33.23222966487474,-54.38252254973986",9220,"-34.37662152849474,-55.244018002185456",192209220,166517
19220,"-33.23222966487474,-54.38252254973986",10320,"-34.8972187652653,-54.94737237904476",1922010320,210540
19220,"-33.23222966487474,-54.38252254973986",11120,"-32.318768140700776,-58.07902159500193",1922011120,454208
19220,"-33.23222966487474,-54.38252254973986",12320,"-33.12672715408673,-58.29894536750416",1922012320,432720
19220,"-33.23222966487474,-54.38252254973986",13220,"-30.91647986120184,-55.569795769247854",1922013220,340620
19220,"-33.23222966487474,-54.38252254973986",14320,"-34.47922798203669,-54.326604990723666",1922014320,169310
19220,"-33.23222966487474,-54.38252254973986",15120,"-31.39099520425074,-57.938559131114474",1922015120,493566
19220,"-33.23222966487474,-54.38252254973986",16220,"-34.338333026427584,-56.71343246500763",1922016220,301185
19220,"-33.23222966487474,-54.38252254973986",17220,"-33.255057139215,-58.03061475685623",1922017220,402496
19220,"-33.23222966487474,-54.38252254973986",18220,"-31.71656576589131,-55.98227865899393",1922018220,277761
