CCOMP96,CCOMP04,REG96A04,MODIF96A04
122012011,122012011,0,SIN MODIFICACION
122012012,122012012,0,SIN MODIFICACION
122012013,122012013,0,SIN MODIFICACION
122013001,122013001,0,SIN MODIFICACION
122013002,122013002,0,SIN MODIFICACION
122013003,122013003,0,SIN MODIFICACION
122013004,122013004,0,SIN MODIFICACION
122013005,122013005,0,SIN MODIFICACION
122013006,122013006,0,SIN MODIFICACION
122013007,122013007,0,SIN MODIFICACION
122013008,122013008,0,SIN MODIFICACION
122013009,122013009,0,SIN MODIFICACION
122013010,122013010,0,SIN MODIFICACION
122013011,122013011,0,SIN MODIFICACION
122013012,122013012,0,SIN MODIFICACION
122015001,122015001,0,SIN MODIFICACION
122015002,122015002,0,SIN MODIFICACION
122015003,122015003,0,SIN MODIFICACION
122015004,122015004,0,SIN MODIFICACION
122015005,122015005,0,SIN MODIFICACION
122015006,122015006,0,SIN MODIFICACION
122015007,122015007,0,SIN MODIFICACION
122015008,122015008,0,SIN MODIFICACION
122015009,122015009,0,SIN MODIFICACION
122015010,122015010,0,SIN MODIFICACION
122015011,122015011,0,SIN MODIFICACION
122015012,122015012,0,SIN MODIFICACION
122015013,122015013,0,SIN MODIFICACION
122016001,122016001,0,SIN MODIFICACION
122016002,122016002,0,SIN MODIFICACION
122016003,122016003,0,SIN MODIFICACION
122016004,122016004,0,SIN MODIFICACION
122016005,122016005,0,SIN MODIFICACION
122016006,122016006,0,SIN MODIFICACION
122016007,122016007,0,SIN MODIFICACION
122016008,122016008,0,SIN MODIFICACION
122016009,122016009,0,SIN MODIFICACION
122016010,122016010,0,SIN MODIFICACION
122016500,122016500,0,SIN MODIFICACION
122017001,122017001,0,SIN MODIFICACION
122017002,122017002,0,SIN MODIFICACION
122017003,122017003,0,SIN MODIFICACION
122017004,122017004,0,SIN MODIFICACION
122017005,122017005,0,SIN MODIFICACION
122017006,122017006,0,SIN MODIFICACION
122017007,122017007,0,SIN MODIFICACION
122017008,122017008,0,SIN MODIFICACION
122017009,122017009,0,SIN MODIFICACION
122017010,122017010,0,SIN MODIFICACION
122017011,122017011,0,SIN MODIFICACION
122017012,122017012,0,SIN MODIFICACION
122017013,122017013,0,SIN MODIFICACION
122017400,122017400,0,SIN MODIFICACION
122017401,122017401,0,SIN MODIFICACION
122017402,122017402,0,SIN MODIFICACION
122017403,122017403,0,SIN MODIFICACION
122017404,122017404,0,SIN MODIFICACION
122017405,122017405,0,SIN MODIFICACION
122017500,122017500,0,SIN MODIFICACION
122017501,122017501,0,SIN MODIFICACION
122017502,122017502,0,SIN MODIFICACION
122021001,122021001,0,SIN MODIFICACION
122021002,122021002,0,SIN MODIFICACION
122021003,122021003,0,SIN MODIFICACION
122021004,122021004,0,SIN MODIFICACION
122021005,122021005,0,SIN MODIFICACION
122021006,122021006,0,SIN MODIFICACION
122021007,122021007,0,SIN MODIFICACION
122021009,122021011,1,PARTICION
122021009,122021012,1,PARTICION
122021009,122021013,1,PARTICION
122021400,122021400,0,SIN MODIFICACION
122021500,122021500,0,SIN MODIFICACION
122021501,122021501,0,SIN MODIFICACION
122021502,122021502,0,SIN MODIFICACION
122021503,122021503,0,SIN MODIFICACION
122021504,122021504,0,SIN MODIFICACION
122021505,122021505,0,SIN MODIFICACION
122021010,122021800,1,PARTICION
122021010,122021801,1,PARTICION
122021009,122021802,1,PARTICION
122021009,122021803,1,PARTICION
122022001,122022001,0,SIN MODIFICACION
122022002,122022002,0,SIN MODIFICACION
122022003,122022003,0,SIN MODIFICACION
122022004,122022004,0,SIN MODIFICACION
122022005,122022005,0,SIN MODIFICACION
122022006,122022006,0,SIN MODIFICACION
122022007,122022007,0,SIN MODIFICACION
122022008,122022008,0,SIN MODIFICACION
122022009,122022009,0,SIN MODIFICACION
122024003,122024003,0,SIN MODIFICACION
122024004,122024004,0,SIN MODIFICACION
122024005,122024005,0,SIN MODIFICACION
122024006,122024006,0,SIN MODIFICACION
122024011,122024011,0,SIN MODIFICACION
122024008,122024012,1,PARTICION
122024008,122024013,1,PARTICION
122024008,122024014,1,PARTICION
122024008,122024015,1,PARTICION
122024008,122024016,1,PARTICION
122024007,122024400,1,PARTICION
122024007,122024800,1,PARTICION
122024007,122024801,1,PARTICION
122024007,122024802,1,PARTICION
122024007,122024803,1,PARTICION
122024007,122024804,1,PARTICION
122024007,122024805,1,PARTICION
122024007,122024806,1,PARTICION
122024007,122024807,1,PARTICION
122024007,122024808,1,PARTICION
122024007,122024809,1,PARTICION
122024007,122024810,1,PARTICION
122024007,122024811,1,PARTICION
122024007,122024812,1,PARTICION
122024007,122024813,1,PARTICION
122024007,122024814,1,PARTICION
122024007,122024815,1,PARTICION
122024007,122024816,1,PARTICION
122024007,122024817,1,PARTICION
122024007,122024818,1,PARTICION
122024007,122024819,1,PARTICION
122024007,122024820,1,PARTICION
122024007,122024821,1,PARTICION
122024007,122024822,1,PARTICION
122024007,122024823,1,PARTICION
122024007,122024824,1,PARTICION
122024007,122024825,1,PARTICION
122024007,122024827,1,PARTICION
122024007,122024828,1,PARTICION
122026001,122026001,0,SIN MODIFICACION
122026002,122026002,0,SIN MODIFICACION
122026003,122026003,0,SIN MODIFICACION
122026004,122026004,0,SIN MODIFICACION
122026005,122026005,0,SIN MODIFICACION
122026006,122026006,0,SIN MODIFICACION
122026007,122026007,0,SIN MODIFICACION
122026008,122026008,0,SIN MODIFICACION
122026009,122026009,0,SIN MODIFICACION
122027001,122027001,0,SIN MODIFICACION
122027002,122027002,0,SIN MODIFICACION
122027003,122027003,0,SIN MODIFICACION
122027004,122027004,0,SIN MODIFICACION
122027005,122027005,0,SIN MODIFICACION
122027006,122027006,0,SIN MODIFICACION
122027007,122027007,0,SIN MODIFICACION
122027008,122027008,0,SIN MODIFICACION
122027009,122027009,0,SIN MODIFICACION
122027400,122027400,0,SIN MODIFICACION
122027402,122027402,0,SIN MODIFICACION
122027403,122027403,0,SIN MODIFICACION
122027404,122027404,0,SIN MODIFICACION
122029002,122029002,0,SIN MODIFICACION
122029003,122029003,0,SIN MODIFICACION
122029004,122029004,0,SIN MODIFICACION
122029005,122029005,0,SIN MODIFICACION
122029006,122029006,0,SIN MODIFICACION
122029007,122029007,0,SIN MODIFICACION
122029008,122029008,0,SIN MODIFICACION
122029009,122029009,0,SIN MODIFICACION
122029010,122029010,0,SIN MODIFICACION
122029011,122029011,0,SIN MODIFICACION
122029012,122029012,0,SIN MODIFICACION
122029013,122029013,0,SIN MODIFICACION
122029015,122029015,0,SIN MODIFICACION
122029016,122029016,0,SIN MODIFICACION
122029018,122029018,0,SIN MODIFICACION
122029017,122029019,1,PARTICION
122029017,122029020,1,PARTICION
122029500,122029500,1,PARTICION
122029501,122029501,0,SIN MODIFICACION
122029502,122029502,0,SIN MODIFICACION
122029500,122029503,1,PARTICION
122031001,122031001,0,SIN MODIFICACION
122031002,122031002,0,SIN MODIFICACION
122031003,122031003,0,SIN MODIFICACION
122031004,122031004,0,SIN MODIFICACION
122031005,122031005,0,SIN MODIFICACION
122031006,122031006,0,SIN MODIFICACION
122031007,122031007,0,SIN MODIFICACION
122031008,122031008,0,SIN MODIFICACION
122031009,122031009,0,SIN MODIFICACION
122031010,122031010,0,SIN MODIFICACION
122031011,122031011,0,SIN MODIFICACION
122031012,122031012,0,SIN MODIFICACION
122031013,122031013,0,SIN MODIFICACION
122031014,122031014,0,SIN MODIFICACION
122031015,122031015,0,SIN MODIFICACION
122032001,122032001,0,SIN MODIFICACION
122032002,122032002,0,SIN MODIFICACION
122032003,122032003,0,SIN MODIFICACION
122032004,122032004,0,SIN MODIFICACION
122032005,122032005,0,SIN MODIFICACION
122032006,122032006,0,SIN MODIFICACION
122032007,122032007,0,SIN MODIFICACION
122032008,122032008,0,SIN MODIFICACION
122032009,122032009,0,SIN MODIFICACION
122032400,122032400,0,SIN MODIFICACION
122032401,122032401,0,SIN MODIFICACION
122032402,122032402,0,SIN MODIFICACION
122032403,122032403,0,SIN MODIFICACION
122032404,122032404,0,SIN MODIFICACION
122032405,122032405,0,SIN MODIFICACION
122032406,122032406,0,SIN MODIFICACION
122033001,122033001,0,SIN MODIFICACION
122033002,122033002,0,SIN MODIFICACION
122033003,122033003,0,SIN MODIFICACION
122033004,122033004,0,SIN MODIFICACION
122033005,122033005,0,SIN MODIFICACION
122033006,122033006,0,SIN MODIFICACION
122033007,122033007,0,SIN MODIFICACION
122033008,122033008,0,SIN MODIFICACION
122033009,122033009,0,SIN MODIFICACION
122033010,122033010,0,SIN MODIFICACION
122033011,122033011,0,SIN MODIFICACION
122033012,122033012,0,SIN MODIFICACION
122033500,122033500,0,SIN MODIFICACION
122101001,122101001,0,SIN MODIFICACION
122101004,122101004,0,SIN MODIFICACION
122101005,122101005,0,SIN MODIFICACION
122101006,122101006,0,SIN MODIFICACION
122101007,122101007,0,SIN MODIFICACION
122101008,122101008,0,SIN MODIFICACION
122101002,122101800,1,PARTICION
122101002,122101801,1,PARTICION
122101003,122101802,1,PARTICION
122101003,122101803,1,PARTICION
122101003,122101804,1,PARTICION
122102001,122102001,0,SIN MODIFICACION
122102002,122102002,0,SIN MODIFICACION
122102003,122102003,0,SIN MODIFICACION
122102004,122102004,0,SIN MODIFICACION
122102005,122102005,0,SIN MODIFICACION
122102006,122102006,0,SIN MODIFICACION
122102007,122102007,0,SIN MODIFICACION
122102010,122102010,0,SIN MODIFICACION
122102011,122102011,0,SIN MODIFICACION
122102012,122102012,0,SIN MODIFICACION
122102400,122102400,0,SIN MODIFICACION
122103003,122103003,0,SIN MODIFICACION
122103009,122103009,0,SIN MODIFICACION
122103010,122103010,0,SIN MODIFICACION
122103011,122103011,0,SIN MODIFICACION
122103012,122103012,0,SIN MODIFICACION
122103015,122103015,0,SIN MODIFICACION
122103016,122103016,0,SIN MODIFICACION
122103002,122103800,1,PARTICION
122103002,122103801,1,PARTICION
122104001,122104001,0,SIN MODIFICACION
122104002,122104002,0,SIN MODIFICACION
122104003,122104003,0,SIN MODIFICACION
122104004,122104004,0,SIN MODIFICACION
122104005,122104005,0,SIN MODIFICACION
122104006,122104006,0,SIN MODIFICACION
122104014,122104014,0,SIN MODIFICACION
122104015,122104800,1,PARTICION
122104015,122104801,1,PARTICION
122105001,122105001,0,SIN MODIFICACION
122105007,122105007,0,SIN MODIFICACION
122105008,122105008,0,SIN MODIFICACION
122105009,122105009,0,SIN MODIFICACION
122105010,122105010,0,SIN MODIFICACION
122105011,122105011,0,SIN MODIFICACION
122105012,122105012,0,SIN MODIFICACION
122114001,122114001,0,SIN MODIFICACION
122114002,122114002,0,SIN MODIFICACION
122114003,122114003,0,SIN MODIFICACION
122114004,122114004,0,SIN MODIFICACION
122114005,122114005,0,SIN MODIFICACION
122114006,122114006,0,SIN MODIFICACION
122114009,122114009,0,SIN MODIFICACION
122118001,122118001,0,SIN MODIFICACION
122118002,122118002,0,SIN MODIFICACION
122118003,122118003,0,SIN MODIFICACION
122118004,122118004,0,SIN MODIFICACION
122118008,122118008,0,SIN MODIFICACION
122118009,122118009,0,SIN MODIFICACION
122118400,122118400,0,SIN MODIFICACION
122118401,122118401,0,SIN MODIFICACION
122118402,122118402,0,SIN MODIFICACION
122119001,122119001,0,SIN MODIFICACION
122119002,122119002,0,SIN MODIFICACION
122119003,122119003,0,SIN MODIFICACION
122119004,122119004,0,SIN MODIFICACION
122119005,122119005,0,SIN MODIFICACION
122119006,122119006,0,SIN MODIFICACION
122119009,122119009,0,SIN MODIFICACION
122119016,122119016,0,SIN MODIFICACION
122119400,122119406,1,PARTICION
122119400,122119405,1,PARTICION
122119401,122119401,0,SIN MODIFICACION
122119402,122119402,0,SIN MODIFICACION
122119403,122119403,0,SIN MODIFICACION
122119404,122119404,0,SIN MODIFICACION
122119007,122119800,1,PARTICION
122119007,122119801,1,PARTICION
122120009,122120009,0,SIN MODIFICACION
122120010,122120010,0,SIN MODIFICACION
122120011,122120011,0,SIN MODIFICACION
122120012,122120012,0,SIN MODIFICACION
122120500,122120500,0,SIN MODIFICACION
122120501,122120501,0,SIN MODIFICACION
122123011,122123011,0,SIN MODIFICACION
122123012,122123012,0,SIN MODIFICACION
122123013,122123013,0,SIN MODIFICACION
122123014,122123014,0,SIN MODIFICACION
122123016,122123017,1,PARTICION
122123016,122123018,1,PARTICION
122123016,122123019,1,PARTICION
122123015,122123020,1,PARTICION
122123015,122123021,1,PARTICION
122123400,122123400,0,SIN MODIFICACION
122123401,122123401,0,SIN MODIFICACION
122123402,122123402,0,SIN MODIFICACION
122123403,122123403,0,SIN MODIFICACION
122123404,122123404,0,SIN MODIFICACION
122123405,122123405,0,SIN MODIFICACION
122123406,122123406,0,SIN MODIFICACION
122123407,122123407,0,SIN MODIFICACION
122123409,122123409,0,SIN MODIFICACION
122123410,122123410,0,SIN MODIFICACION
122123411,122123411,0,SIN MODIFICACION
122123412,122123412,0,SIN MODIFICACION
122125004,122125004,0,SIN MODIFICACION
122125008,122125008,0,SIN MODIFICACION
122125009,122125009,0,SIN MODIFICACION
122125010,122125010,0,SIN MODIFICACION
122125012,122125012,0,SIN MODIFICACION
122125013,122125013,0,SIN MODIFICACION
122125400,122125400,0,SIN MODIFICACION
122125401,122125401,0,SIN MODIFICACION
122125500,122125500,0,SIN MODIFICACION
122128001,122128001,0,SIN MODIFICACION
122128002,122128002,0,SIN MODIFICACION
122128003,122128003,0,SIN MODIFICACION
122128004,122128004,0,SIN MODIFICACION
122128005,122128005,0,SIN MODIFICACION
122130001,122130001,0,SIN MODIFICACION
122130002,122130002,0,SIN MODIFICACION
122130003,122130003,0,SIN MODIFICACION
122130007,122130007,0,SIN MODIFICACION
122130008,122130008,0,SIN MODIFICACION
122134001,122134001,0,SIN MODIFICACION
122134002,122134002,0,SIN MODIFICACION
122134004,122134004,0,SIN MODIFICACION
122134005,122134005,0,SIN MODIFICACION
122134006,122134006,0,SIN MODIFICACION
122134009,122134009,0,SIN MODIFICACION
122134010,122134010,0,SIN MODIFICACION
122134400,122134400,0,SIN MODIFICACION
122134401,122134401,0,SIN MODIFICACION
122134402,122134402,0,SIN MODIFICACION
122134403,122134403,0,SIN MODIFICACION
122134404,122134404,0,SIN MODIFICACION
122134500,122134500,0,SIN MODIFICACION
122201009,122201009,0,SIN MODIFICACION
122201010,122201010,0,SIN MODIFICACION
122201011,122201011,0,SIN MODIFICACION
122201012,122201012,0,SIN MODIFICACION
122201014,122201014,0,SIN MODIFICACION
122201015,122201015,0,SIN MODIFICACION
122202008,122202008,0,SIN MODIFICACION
122202009,122202009,0,SIN MODIFICACION
122202013,122202013,0,SIN MODIFICACION
122202014,122202014,0,SIN MODIFICACION
122202015,122202015,0,SIN MODIFICACION
122202016,122202016,0,SIN MODIFICACION
122202017,122202017,0,SIN MODIFICACION
122202018,122202018,0,SIN MODIFICACION
122202401,122202401,0,SIN MODIFICACION
122202400,122202402,1,PARTICION
122202400,122202403,1,PARTICION
122203001,122203001,0,SIN MODIFICACION
122203004,122203004,0,SIN MODIFICACION
122203005,122203005,0,SIN MODIFICACION
122203006,122203006,0,SIN MODIFICACION
122203007,122203007,0,SIN MODIFICACION
122203008,122203008,0,SIN MODIFICACION
122203014,122203014,0,SIN MODIFICACION
122203013,122203800,1,PARTICION
122203013,122203801,1,PARTICION
122204008,122204008,0,SIN MODIFICACION
122204009,122204009,0,SIN MODIFICACION
122204010,122204010,0,SIN MODIFICACION
122204011,122204011,0,SIN MODIFICACION
122204012,122204012,0,SIN MODIFICACION
122204007,122204800,1,PARTICION
122204007,122204801,1,PARTICION
122104013,122204803,0,SIN MODIFICACION
122205002,122205002,0,SIN MODIFICACION
122205003,122205003,0,SIN MODIFICACION
122205004,122205004,0,SIN MODIFICACION
122205005,122205005,0,SIN MODIFICACION
122205006,122205006,0,SIN MODIFICACION
122205013,122205013,0,SIN MODIFICACION
122214007,122214007,0,SIN MODIFICACION
122214008,122214008,0,SIN MODIFICACION
122214010,122214010,0,SIN MODIFICACION
122214011,122214011,0,SIN MODIFICACION
122214012,122214012,0,SIN MODIFICACION
122214013,122214013,0,SIN MODIFICACION
122214014,122214014,0,SIN MODIFICACION
122214015,122214015,0,SIN MODIFICACION
122218005,122218005,0,SIN MODIFICACION
122218006,122218006,0,SIN MODIFICACION
122218007,122218007,0,SIN MODIFICACION
122218010,122218010,0,SIN MODIFICACION
122218011,122218011,0,SIN MODIFICACION
122219008,122219008,2,FUSION
122219010,122219010,0,SIN MODIFICACION
122219011,122219011,0,SIN MODIFICACION
122219012,122219012,0,SIN MODIFICACION
122219013,122219013,0,SIN MODIFICACION
122219014,122219014,0,SIN MODIFICACION
122219015,122219015,0,SIN MODIFICACION
122219400,122219400,0,SIN MODIFICACION
122219500,122219501,1,PARTICION
122219500,122219502,1,PARTICION
122220001,122220001,0,SIN MODIFICACION
122220002,122220002,0,SIN MODIFICACION
122220003,122220003,0,SIN MODIFICACION
122220004,122220004,0,SIN MODIFICACION
122220005,122220005,0,SIN MODIFICACION
122220006,122220006,0,SIN MODIFICACION
122220007,122220007,0,SIN MODIFICACION
122220008,122220008,0,SIN MODIFICACION
122223001,122223001,0,SIN MODIFICACION
122223002,122223002,0,SIN MODIFICACION
122223003,122223003,0,SIN MODIFICACION
122223004,122223004,0,SIN MODIFICACION
122223005,122223005,0,SIN MODIFICACION
122223006,122223006,0,SIN MODIFICACION
122223007,122223007,0,SIN MODIFICACION
122223008,122223008,0,SIN MODIFICACION
122223009,122223009,0,SIN MODIFICACION
122225001,122225001,0,SIN MODIFICACION
122225002,122225002,0,SIN MODIFICACION
122225003,122225003,0,SIN MODIFICACION
122225005,122225005,0,SIN MODIFICACION
122225006,122225006,0,SIN MODIFICACION
122225007,122225007,0,SIN MODIFICACION
122225011,122225011,0,SIN MODIFICACION
122225014,122225014,0,SIN MODIFICACION
122225501,122225501,0,SIN MODIFICACION
122225502,122225502,0,SIN MODIFICACION
122225500,122225503,1,PARTICION
122225500,122225504,1,PARTICION
122228006,122228006,0,SIN MODIFICACION
122228007,122228007,0,SIN MODIFICACION
122228008,122228008,0,SIN MODIFICACION
122228009,122228009,0,SIN MODIFICACION
122228010,122228010,0,SIN MODIFICACION
122228011,122228011,0,SIN MODIFICACION
122228012,122228012,0,SIN MODIFICACION
122228013,122228013,0,SIN MODIFICACION
122228014,122228014,0,SIN MODIFICACION
122228015,122228015,0,SIN MODIFICACION
122228016,122228016,0,SIN MODIFICACION
122230004,122230004,0,SIN MODIFICACION
122230005,122230005,0,SIN MODIFICACION
122230006,122230006,0,SIN MODIFICACION
122230009,122230009,0,SIN MODIFICACION
122230010,122230010,0,SIN MODIFICACION
122230011,122230011,0,SIN MODIFICACION
122230012,122230012,0,SIN MODIFICACION
122230013,122230013,0,SIN MODIFICACION
122234007,122234007,0,SIN MODIFICACION
122234008,122234008,0,SIN MODIFICACION
122234011,122234011,0,SIN MODIFICACION
122234012,122234012,0,SIN MODIFICACION
122234013,122234013,0,SIN MODIFICACION
123003001,123003001,0,SIN MODIFICACION
123003002,123003002,0,SIN MODIFICACION
123003003,123003003,0,SIN MODIFICACION
123003004,123003004,0,SIN MODIFICACION
123003005,123003005,0,SIN MODIFICACION
123003006,123003006,0,SIN MODIFICACION
123003500,123003500,0,SIN MODIFICACION
123003501,123003501,0,SIN MODIFICACION
123003502,123003502,0,SIN MODIFICACION
123003503,123003503,0,SIN MODIFICACION
123003504,123003504,2,FUSION
123003505,123003504,2,FUSION
123003507,123003507,0,SIN MODIFICACION
123003007,123003800,2,FUSION
123003009,123003800,2,FUSION
123003014,123003801,2,FUSION
123003015,123003801,2,FUSION
123004001,123004001,0,SIN MODIFICACION
123004002,123004002,0,SIN MODIFICACION
123004003,123004003,0,SIN MODIFICACION
123004004,123004004,0,SIN MODIFICACION
123004005,123004005,0,SIN MODIFICACION
123004009,123004009,0,SIN MODIFICACION
123004010,123004010,0,SIN MODIFICACION
123004011,123004011,0,SIN MODIFICACION
123004008,123004503,2,FUSION
123004500,123004503,2,FUSION
123004501,123004503,2,FUSION
123004502,123004504,1,PARTICION
123101001,123101001,0,SIN MODIFICACION
123101002,123101002,0,SIN MODIFICACION
123101003,123101003,0,SIN MODIFICACION
123101010,123101010,0,SIN MODIFICACION
123101011,123101011,0,SIN MODIFICACION
123101012,123101012,0,SIN MODIFICACION
123102001,123102001,0,SIN MODIFICACION
123102002,123102002,0,SIN MODIFICACION
123102003,123102003,0,SIN MODIFICACION
123102004,123102004,0,SIN MODIFICACION
123102005,123102005,0,SIN MODIFICACION
123102008,123102008,0,SIN MODIFICACION
123105001,123105001,0,SIN MODIFICACION
123105002,123105002,0,SIN MODIFICACION
123105003,123105003,0,SIN MODIFICACION
123105004,123105004,0,SIN MODIFICACION
123105005,123105005,0,SIN MODIFICACION
123105006,123105006,0,SIN MODIFICACION
123106001,123106001,0,SIN MODIFICACION
123106002,123106002,0,SIN MODIFICACION
123106007,123106007,0,SIN MODIFICACION
123106008,123106008,0,SIN MODIFICACION
123106009,123106009,0,SIN MODIFICACION
123106010,123106010,0,SIN MODIFICACION
123107006,123107006,0,SIN MODIFICACION
123107007,123107007,0,SIN MODIFICACION
123107008,123107008,0,SIN MODIFICACION
123107009,123107009,0,SIN MODIFICACION
123108001,123108001,0,SIN MODIFICACION
123108002,123108002,0,SIN MODIFICACION
123108003,123108003,0,SIN MODIFICACION
123109001,123109001,0,SIN MODIFICACION
123109002,123109002,0,SIN MODIFICACION
123109009,123109009,0,SIN MODIFICACION
123109010,123109010,0,SIN MODIFICACION
123110001,123110001,0,SIN MODIFICACION
123110002,123110002,0,SIN MODIFICACION
123110003,123110003,0,SIN MODIFICACION
123110006,123110006,0,SIN MODIFICACION
123111006,123111006,0,SIN MODIFICACION
123111007,123111007,0,SIN MODIFICACION
123112001,123112001,0,SIN MODIFICACION
123112002,123112002,0,SIN MODIFICACION
123112003,123112003,0,SIN MODIFICACION
123112005,123112005,0,SIN MODIFICACION
123112006,123112006,0,SIN MODIFICACION
123112007,123112007,0,SIN MODIFICACION
123112008,123112008,0,SIN MODIFICACION
123112009,123112009,0,SIN MODIFICACION
123112010,123112010,0,SIN MODIFICACION
123201004,123201004,0,SIN MODIFICACION
123201005,123201005,0,SIN MODIFICACION
123201006,123201006,0,SIN MODIFICACION
123201007,123201007,0,SIN MODIFICACION
123201008,123201008,0,SIN MODIFICACION
123201009,123201009,0,SIN MODIFICACION
123201013,123201013,0,SIN MODIFICACION
123202006,123202006,0,SIN MODIFICACION
123202007,123202007,0,SIN MODIFICACION
123202009,123202009,0,SIN MODIFICACION
123202010,123202010,0,SIN MODIFICACION
123202011,123202011,0,SIN MODIFICACION
123202012,123202012,0,SIN MODIFICACION
123205007,123205007,0,SIN MODIFICACION
123205008,123205008,0,SIN MODIFICACION
123205009,123205009,0,SIN MODIFICACION
123205010,123205010,0,SIN MODIFICACION
123205011,123205011,0,SIN MODIFICACION
123205012,123205012,0,SIN MODIFICACION
123206003,123206003,0,SIN MODIFICACION
123206004,123206004,0,SIN MODIFICACION
123206005,123206005,0,SIN MODIFICACION
123206006,123206006,0,SIN MODIFICACION
123206011,123206011,0,SIN MODIFICACION
123206012,123206012,0,SIN MODIFICACION
123206013,123206013,0,SIN MODIFICACION
123207001,123207001,0,SIN MODIFICACION
123207002,123207002,0,SIN MODIFICACION
123207003,123207003,0,SIN MODIFICACION
123207004,123207004,0,SIN MODIFICACION
123207005,123207005,0,SIN MODIFICACION
123207500,123207500,0,SIN MODIFICACION
123208004,123208004,0,SIN MODIFICACION
123208005,123208005,0,SIN MODIFICACION
123208006,123208006,0,SIN MODIFICACION
123208007,123208007,0,SIN MODIFICACION
123208008,123208008,0,SIN MODIFICACION
123208500,123208500,0,SIN MODIFICACION
123208501,123208501,0,SIN MODIFICACION
123208502,123208502,0,SIN MODIFICACION
123208503,123208503,0,SIN MODIFICACION
123209003,123209003,0,SIN MODIFICACION
123209004,123209004,0,SIN MODIFICACION
123209005,123209005,0,SIN MODIFICACION
123209006,123209006,0,SIN MODIFICACION
123209007,123209007,0,SIN MODIFICACION
123209008,123209008,0,SIN MODIFICACION
123210004,123210004,0,SIN MODIFICACION
123210005,123210005,0,SIN MODIFICACION
123210007,123210007,0,SIN MODIFICACION
123210008,123210008,0,SIN MODIFICACION
123211001,123211001,0,SIN MODIFICACION
123211002,123211002,0,SIN MODIFICACION
123211003,123211003,0,SIN MODIFICACION
123211004,123211004,0,SIN MODIFICACION
123211005,123211005,0,SIN MODIFICACION
123211008,123211008,0,SIN MODIFICACION
123211400,123211400,0,SIN MODIFICACION
123211502,123211502,0,SIN MODIFICACION
123211503,123211503,0,SIN MODIFICACION
123211500,123211504,1,PARTICION
123211501,123211505,1,PARTICION
123211500,123211506,1,PARTICION
123211501,123211507,1,PARTICION
123212004,123212004,0,SIN MODIFICACION
123212011,123212011,0,SIN MODIFICACION
123212012,123212012,0,SIN MODIFICACION
123212013,123212013,0,SIN MODIFICACION
123212014,123212014,0,SIN MODIFICACION
123212015,123212015,0,SIN MODIFICACION
123212016,123212016,0,SIN MODIFICACION
124003001,124003001,0,SIN MODIFICACION
124003002,124003002,0,SIN MODIFICACION
124003003,124003003,0,SIN MODIFICACION
124003004,124003004,0,SIN MODIFICACION
124003005,124003005,0,SIN MODIFICACION
124003006,124003006,0,SIN MODIFICACION
124003007,124003007,0,SIN MODIFICACION
124003008,124003008,0,SIN MODIFICACION
124003009,124003009,0,SIN MODIFICACION
124003010,124003010,0,SIN MODIFICACION
124004001,124004001,0,SIN MODIFICACION
124004002,124004002,0,SIN MODIFICACION
124004003,124004003,0,SIN MODIFICACION
124004004,124004004,0,SIN MODIFICACION
124004005,124004005,0,SIN MODIFICACION
124004006,124004006,0,SIN MODIFICACION
124004007,124004007,0,SIN MODIFICACION
124004008,124004008,0,SIN MODIFICACION
124004009,124004009,0,SIN MODIFICACION
124005001,124005001,0,SIN MODIFICACION
124005002,124005002,0,SIN MODIFICACION
124005003,124005003,0,SIN MODIFICACION
124005004,124005004,0,SIN MODIFICACION
124005005,124005005,0,SIN MODIFICACION
124005006,124005006,0,SIN MODIFICACION
124005007,124005007,0,SIN MODIFICACION
124005400,124005400,0,SIN MODIFICACION
124005500,124005500,0,SIN MODIFICACION
124005501,124005501,0,SIN MODIFICACION
124005502,124005502,0,SIN MODIFICACION
124005503,124005503,0,SIN MODIFICACION
124005504,124005504,0,SIN MODIFICACION
124005505,124005505,0,SIN MODIFICACION
124005506,124005506,0,SIN MODIFICACION
124027001,124027001,0,SIN MODIFICACION
124027002,124027002,0,SIN MODIFICACION
124027003,124027003,0,SIN MODIFICACION
124027004,124027004,0,SIN MODIFICACION
124027005,124027005,0,SIN MODIFICACION
124027006,124027006,0,SIN MODIFICACION
124027007,124027007,0,SIN MODIFICACION
124027008,124027008,0,SIN MODIFICACION
124027009,124027009,0,SIN MODIFICACION
124027010,124027010,0,SIN MODIFICACION
124027011,124027011,0,SIN MODIFICACION
124027500,124027500,0,SIN MODIFICACION
124027501,124027501,0,SIN MODIFICACION
124027502,124027502,0,SIN MODIFICACION
124101001,124101001,0,SIN MODIFICACION
124101002,124101002,0,SIN MODIFICACION
124101003,124101003,0,SIN MODIFICACION
124101004,124101004,0,SIN MODIFICACION
124102001,124102001,0,SIN MODIFICACION
124102002,124102002,0,SIN MODIFICACION
124102004,124102004,0,SIN MODIFICACION
124102005,124102005,0,SIN MODIFICACION
124102007,124102007,0,SIN MODIFICACION
124102010,124102010,0,SIN MODIFICACION
124102013,124102013,0,SIN MODIFICACION
124106001,124106001,0,SIN MODIFICACION
124106002,124106002,0,SIN MODIFICACION
124106003,124106003,0,SIN MODIFICACION
124106004,124106004,0,SIN MODIFICACION
124106005,124106005,0,SIN MODIFICACION
124106006,124106006,0,SIN MODIFICACION
